trial,prauc,recall,precision,accuracy,ROC-AUC,F1,F2,max_depth,min_child_weight,subsample,learning_rate,colsample_bytree,gamma,reg_alpha,reg_lambda,scale_pos_weight,n_estimators,best_trial
0,0.6564941285660896,0.3900459254512443,0.6780542146305236,0.6252956867482007,0.6816732016384488,0.4952200149162655,0.4262570614874644,10,0.15116301691629666,0.37046684034204197,0.10531500584742863,0.4569446685414191,8.325785452322437,0.002235513996009086,0.007033256506126232,0.8328188568588448,184,False
1,0.6564133385653953,0.5376481896827939,0.6298010759414487,0.6331974432533092,0.6832907604060756,0.5800875777828993,0.5538563098250633,7,3.7706688017273384,0.2544057931863033,0.13118410152136412,0.30604215594271084,2.9040220912095185,6.336543780024819,0.0013695071109526534,1.0801863416854434,170,False
2,0.6592076873443193,0.5484353305564456,0.6313783351776712,0.6363178821279379,0.685172730213272,0.5869913122999543,0.5632335197981793,8,94.59741753478845,0.9030979889402269,0.01210896715861036,0.7639933386736308,4.539831029901419,0.004725024719797351,0.0024316431192895017,1.0687171324333733,775,False
3,0.6593895658340336,0.5512122183060985,0.6287002070897795,0.635109970305501,0.6859486964813788,0.5874117914864557,0.5651431199491908,7,15.847200617184427,0.5117784897719786,0.006998088228421435,0.9756817567275251,2.485111698663367,0.01821468039286772,0.3410803592696543,1.0864123096877034,943,False
4,0.65860361737526,0.4914023283135747,0.647298818232977,0.6341537067794051,0.684107410769623,0.5586788901706029,0.516270197486535,10,18.11303406542541,0.9785116778972607,0.006393961686517512,0.8008429411381006,4.919525937759782,0.005392963944336898,0.6134407121782581,0.9872378645937134,888,False
5,0.6578579000222184,0.4721777208159778,0.6527388158866086,0.6328954652976999,0.6822959265135851,0.5479672781358453,0.4998304126625212,10,0.45476840510804756,0.39099761598751775,0.1394314222573482,0.4118797623367482,4.696750879020967,1.4258600377810926,0.015364969664055417,0.9403581912830608,215,False
6,0.6506514340116245,0.49108191818861474,0.6388773099902737,0.6293723891489255,0.676741154752072,0.5553140096618358,0.5149051490514905,10,0.20036676838446638,0.38807792129611096,0.05817621877734526,0.6002695954907097,1.8232457986345607,0.001064755352602179,0.4995905501685722,0.9805055540574211,58,False
7,0.6585420850928956,0.5064616041866923,0.6464894342194956,0.6369218380391565,0.6844126228129528,0.5679722122409869,0.5293946904235604,8,0.7254772091142527,0.7731572159564981,0.008810876227964002,0.7267176679695695,8.945864911681506,0.0025102777121965335,3.292037677288723,1.012608722312901,1169,False
8,0.6576710521016147,0.4357577699455303,0.6657963446475196,0.6310332679047763,0.6831887604381593,0.5267574720805629,0.46810463515374023,6,1.4240125167831619,0.834611117326558,0.006396346417251521,0.37091431127236857,8.297327237015578,0.013269629725826492,1.8909064070811061,0.9126124598316272,1503,False
9,0.6594264450562412,0.5040051265619994,0.645819077596825,0.6360159041723288,0.6853412001856951,0.5661667666466706,0.5271565495207667,6,6.373428573078367,0.7846669038067942,0.019134773166330162,0.7268528859267287,5.133740172491507,0.07858444100251563,0.11405835642062677,1.010297775320033,863,False
10,0.6568693917332482,0.4159991455730001,0.6688991928559161,0.6277618400523428,0.6822781513659395,0.5129724746477018,0.45002888503755056,12,5.496574722977304,0.2807489663402087,0.057174755999493745,0.6485736425857179,0.6604904500115061,5.348965727360237,0.12199142277136633,0.8333564266371166,127,False
11,0.6585014073309742,0.4742069849407241,0.6519823788546255,0.6329457949569681,0.6837479075189719,0.5490632535707661,0.5015588992815507,12,2.242839515985382,0.29487982702684007,0.005580211447150582,0.7524145069405819,6.611503703234565,2.3929040073083567,0.07519551761040705,0.9644094784310373,1953,False
12,0.6562563353126862,0.5801559329274805,0.6135080189744748,0.6299260154008758,0.6823861695708625,0.5963660317286051,0.5865330626700643,10,9.156590481019418,0.5896266743314086,0.0798880681184189,0.3743864106097754,1.7792430099499357,0.012832304029437459,0.0047652328924318935,1.1324870052544433,82,False
14,0.6586284550445308,0.4219801345722525,0.6707979626485568,0.6300266747194121,0.6841917220003912,0.5180620205861142,0.45579345669327676,10,7.929027592724641,0.9130008260328284,0.011110384482301774,0.531659072983139,7.511274085828336,0.44010360203803944,5.684980471746836,0.8792355017237683,836,False
15,0.6591000156670961,0.5611449321798568,0.6244354647016876,0.6341537067794051,0.6846901021695359,0.591100860662654,0.5727554179566563,9,15.760931959464122,0.8042740389918033,0.008139117146173122,0.7163513482584678,8.175098465928706,0.3737451464131799,0.006686823287672377,1.1037587933260369,1164,False
16,0.6578793572879493,0.5671259211791092,0.6247058823529412,0.6354622779203785,0.6830274117073294,0.5945249958013772,0.5777768105849582,11,0.23886660219078407,0.8856635302265328,0.04174907035409351,0.45386718718903174,9.985769368748944,3.5220638295492694,0.030797392678718935,1.130805679551712,508,False
17,0.6580308600381233,0.49877176118765354,0.6437827405569341,0.6337510695052595,0.6843709475382758,0.5620749834506831,0.522301257101955,9,81.6527216089871,0.8296591313274053,0.19586753041832763,0.2862023663769396,0.4447459343914706,5.405921074424505,0.001257821315557753,0.9780953885381493,87,False
18,0.6595052081850987,0.5737477304282815,0.6218312304664891,0.6347073330313554,0.6845393819299058,0.5968225752694145,0.5827601917944935,11,36.939019791950436,0.6179665559201966,0.13527721807686363,0.7977591155265333,9.830031450433438,0.04130485207212266,0.09661768182513215,1.1211191711353687,145,False
19,0.6605385640575689,0.5004806151874399,0.6482224374048969,0.6366198600835472,0.6865459099278526,0.5648505303760849,0.5243839663391598,9,28.597677875507582,0.7554909182973846,0.0079201283022159,0.3604163235120071,3.5228628163524442,0.0044809633788555365,0.14304214917191918,0.9989145741986403,1576,False
20,0.6580040912929679,0.4657695183167788,0.6559867629362214,0.633147113594041,0.6843872537074627,0.5447504840422209,0.49444444444444446,6,11.063212476701876,0.9176661256304874,0.08005457994703026,0.8080956219337714,3.8731718771300914,1.453713341751097,0.0045653982495933556,0.9481031793469835,174,False
21,0.6590843346797468,0.5599700950550037,0.6278290025146689,0.6362172228094016,0.6851444434827464,0.5919611606638817,0.572342422985394,6,4.438110791448498,0.5501023402458423,0.02677180034595595,0.47268292982483784,4.610772703832975,0.3112736104586637,0.07556118380672237,1.1101680352991232,345,False
22,0.6602042874730789,0.4183488198227064,0.6730240549828179,0.6301273340379485,0.686380088183031,0.5159718105776198,0.4526021445738584,9,36.45956871660158,0.43211179613194645,0.00881801411279673,0.9806193403007357,3.916006964597388,0.0013361772452879814,4.07898596451484,0.8394420875043185,917,False
23,0.6592758612764819,0.4120474206984941,0.674593460395174,0.629271729830389,0.6854134088638344,0.5116032356451399,0.4468277315790693,10,24.001926985214784,0.252884527623098,0.023584526347207636,0.4361257021855532,0.9988676545738284,0.37300696552568624,5.20691900653113,0.8305514844303121,437,False
24,0.6554322555419356,0.5801559329274805,0.6126776449357094,0.6293220594896572,0.6808625644289378,0.5959734489001042,0.5863811045381925,10,0.24150683942019568,0.2618282987487728,0.02727588035084707,0.9424101291648903,3.750352820390266,0.7935113134774477,0.3664291725371256,1.138588734044864,213,False
25,0.656428045588222,0.4031827405746022,0.6724260776629853,0.6262016206150285,0.6816343118315753,0.5041062963210255,0.438280778340222,8,7.0498880918809625,0.3147353251262381,0.025209268005415696,0.42949513961716423,7.271063121049411,0.546400668119363,0.001019717964541574,0.8589485854177125,437,False
26,0.6570634447731595,0.41396988144825375,0.669314453462269,0.6274598620967337,0.6827589851211086,0.5115481061105979,0.44816502092824273,11,62.34029242411042,0.5858805086563141,0.15599826852944773,0.6937639696128147,7.823246041916946,0.11653411503542538,0.0055137739306184656,0.8431057477565664,177,False
27,0.6589253398739735,0.5798355228025206,0.6187599726464554,0.6336504101867231,0.6849382578696225,0.5986657109775597,0.5872236403755462,7,0.6294386784177927,0.23005159481330129,0.006429871947083974,0.5521569984352681,3.6926880874412293,0.27178620028120865,0.00653596922640162,1.1360359248250274,1298,False
28,0.6575441176771115,0.610808501548649,0.6066617163466639,0.629976345060144,0.6836090458493896,0.6087280468334221,0.6099746154994774,7,0.21717867576707564,0.49596575057764947,0.07426735969639203,0.370642313608131,0.5139182406952847,0.06270627697227896,8.448015094087236,1.179453091640987,141,False
29,0.6581613876653118,0.4358645733205169,0.6663945133899413,0.6313352458603855,0.6828685688809285,0.527022664169949,0.4682623462456398,8,1.4021639602585936,0.3516806568755588,0.01907041682084126,0.9142558139369106,9.246529804701485,0.010803442600239918,0.6368221372878659,0.8929434210244026,443,False
30,0.6577163198478992,0.49279077218840117,0.6450440374667972,0.6331974432533092,0.6829341493656076,0.5587309275853718,0.5172065911893285,6,1.2254784594453259,0.3481043265485023,0.02058797267457777,0.6598123085543386,8.337834535503333,0.01568452364515788,0.010056497493129007,0.9964166050509055,662,False
31,0.6600608977506365,0.5662714941792161,0.6240583804143126,0.63485832200916,0.6859127446314225,0.5937622487261325,0.5769565595891007,6,0.5194431701665057,0.6264944696264401,0.007026979149209198,0.824601703847581,4.3285483861370055,3.358755437503321,5.605739685536628,1.1124159740080568,2130,False
32,0.6562589948468516,0.5879525793015059,0.6167376204346852,0.6336504101867231,0.6832751607697805,0.6020012029088523,0.593492604252016,11,2.112098974757574,0.44858806754658975,0.03747070229109968,0.24568270266853143,1.954475801934421,0.011366454014524132,0.005292065882478223,1.1615056519282176,352,False
33,0.6583053617818361,0.6121969454234754,0.607847295864263,0.6311339272233127,0.68438413784658,0.6100143670515618,0.6113220425749755,8,2.2078524896448157,0.7023176783184957,0.014225237570187928,0.9267161163351872,9.825760537386236,0.10938439001226179,6.945988106271487,1.188288697257169,952,False
