trial,prauc,recall,precision,accuracy,ROC-AUC,F1,F2,max_depth,min_child_weight,subsample,learning_rate,colsample_bytree,gamma,reg_alpha,reg_lambda,scale_pos_weight,n_estimators,best_trial
0,0.6585587355732005,0.6120901420484888,0.6114371065827376,0.633902058483064,0.6857689575634793,0.6117634500426985,0.6119594233849439,9,2.3504830409648436,0.9362861649889622,0.19348462722902038,0.6814200186732384,7.975790162465055,0.09864680460854727,8.516238003974877,1.163137846915598,78,False
1,0.6570521801583818,0.4534871301933141,0.6581925282901876,0.6314862348381901,0.6841514445425865,0.5369925382572405,0.48356604332277975,9,0.39818736188526543,0.34245770093328287,0.03613334972840593,0.8121634967423452,4.705495585617082,0.0018640789427218512,0.01404559890514064,0.8937076744372427,182,False
2,0.6612144606268223,0.46822599594147174,0.6546214723010303,0.6329961246162363,0.6884541536092781,0.5459526774595268,0.49650048698724775,11,20.24688807548688,0.7546145906873445,0.028165177162504978,0.8602585935008589,5.203651431998031,0.016858035738134526,0.005360568678496236,0.9252858125422982,437,False
3,0.6616149782124436,0.5845348713019332,0.6189776068762723,0.6346570033720872,0.6884084424560677,0.6012633891787971,0.5911133192206334,12,36.880407764842936,0.5021807455135017,0.006029803608179552,0.4002771709377161,4.60476527196432,0.06845926171122269,0.6490051968842666,1.1395507829403264,2208,False
4,0.6584760393430735,0.5009078286873865,0.6461835216313034,0.6355629372389149,0.6866532165169131,0.5643463088863486,0.5244911652874077,12,9.751872083922981,0.28225198240466276,0.03799652265662551,0.7040553200657691,0.11909558372358853,0.035027081320851555,3.18436608969044,0.9641528780334386,142,False
5,0.663022117424562,0.6086724340489159,0.6137195778591428,0.6350596406462328,0.6908132008564847,0.6111855863585178,0.6096752107492832,11,86.37741075617238,0.6698295744279847,0.005750419853995193,0.4586073692710311,0.816230608781644,0.006951227164274395,1.0791913666966255,1.170363736682987,1753,False
6,0.6588809890362463,0.4179216063227598,0.6682035519125683,0.6279128290301474,0.6855311152104251,0.5142256390038767,0.45176410824789875,8,0.23605440713531023,0.7104688425277403,0.06895648931612572,0.8685465768759595,8.982297947032642,0.00954976250234544,0.04653321134022178,0.8555994789170852,233,False
7,0.6576327466483917,0.42582505607177185,0.6686231762535636,0.629976345060144,0.6850766722378056,0.5202923137152551,0.4591730968559254,7,21.19575951377395,0.6398718130302306,0.17485727382306407,0.5210934080432322,1.4238855072142909,0.013220419750330038,0.03192125322017124,0.8588326440143397,35,False
8,0.6606582005844509,0.5421339314322332,0.6336287604543752,0.6365192007650108,0.6861695566301769,0.5843213997927938,0.5582561643534303,6,3.842391027060855,0.6399605435081621,0.07456716561035677,0.633340691096294,8.558222360811923,0.003000839615622427,2.2257519322325656,1.077425873320635,281,False
9,0.660205133258646,0.40147388657481575,0.6801157951872625,0.6289697518747798,0.6870864075901029,0.5049026192075218,0.43730659159124224,12,43.43004602106599,0.9667857573829506,0.008189182044180156,0.9145843127431847,4.037856637714458,0.6428531212695358,0.03787085043545214,0.8224158323082922,831,False
10,0.6579760017556804,0.47709067606536365,0.6525931336742148,0.633902058483064,0.6859785436838307,0.5512092793682132,0.504210217396212,9,0.48740262174012555,0.5560746755518315,0.02603384680552362,0.6952758517867863,1.3998083260489746,0.005904949902777536,1.3817337517744945,0.9331893833263429,207,False
12,0.660481113439984,0.4861689629392289,0.6529909625591738,0.6361165634908652,0.6881025696265799,0.5573650055099791,0.5123472075276321,11,13.64074489947495,0.3992509589496449,0.027670207346617622,0.8576400027087685,3.236533997410831,0.008376749910638739,0.07898280982725613,0.9409622337355051,182,False
13,0.6613086739878957,0.5786606856776674,0.6221864951768489,0.6358649151945241,0.6889706342361765,0.5996347739472082,0.5868717504332756,7,0.3384711567472427,0.4587103293603108,0.0069821485463204165,0.4686222807727603,0.6869059450780512,1.5282519069290754,5.973829523879194,1.1268114569649053,1705,False
14,0.655717345437137,0.4391754779451031,0.662477847591429,0.6302783230157532,0.6813088289021115,0.5281952472703918,0.47092237568428047,6,53.34940963683388,0.35730433143302076,0.015743389162979397,0.4588991583510719,9.705785393863136,0.0016949088254652055,0.03515675179059964,0.924612572662462,868,False
15,0.6605196701528546,0.5920111075509986,0.6196065280572323,0.6364688711057426,0.6880288004765142,0.605494565514228,0.5973317815423078,6,8.992785919558294,0.7166362898729042,0.006618331835199334,0.854114002216757,2.444857008894722,0.031024807040653652,1.028864527122201,1.1582739508657849,1673,False
16,0.6611541840044731,0.5754565844280679,0.6236111111111111,0.6362675524686698,0.6878792747349389,0.5985669055157474,0.5844832074980474,9,63.008924999766634,0.3199192863106428,0.027935728265940582,0.9560873791897069,2.757156593091319,0.010082969234744483,1.335002869509074,1.1110783155962352,330,False
17,0.6582687259926262,0.4935383958133077,0.6408265150464568,0.6309829382455081,0.684185241213074,0.5576203692530469,0.5173185858540627,12,60.40067914201775,0.9299210449239534,0.00968795739469613,0.3267908989360887,9.358239326491045,0.6261886643526426,0.05605884207761877,1.0180844315112585,994,False
18,0.6579705860685476,0.387375841076578,0.6803601575689364,0.6255473350445417,0.6835164747916486,0.4936708860759494,0.4238833181403829,6,17.2008231122689,0.47522837737620566,0.0055296526303817576,0.8422846370446977,7.450432523826626,4.533846304672761,0.0015180517841523525,0.8157113846272498,1565,False
19,0.65951108682554,0.5018690590622664,0.6424665025977577,0.6336504101867231,0.6856635926691286,0.5635306110211669,0.5248402805700755,12,1.2570042010669273,0.8015286757005182,0.05906883438191284,0.5655254061245429,8.881189866083666,3.35876408338215,0.0038280907149684353,1.0068611010096988,377,False
20,0.6560706765863555,0.4119406173235074,0.6708992868324926,0.6276611807338064,0.6850957689577668,0.5104552673372155,0.446401703664267,9,2.4039944785645853,0.8841740599707604,0.1431326491266587,0.6905745816318369,5.597936049791084,0.05602475397753801,0.0016145636529685083,0.8329784953604067,47,False
21,0.656410074580578,0.4961016768129873,0.6413088499240646,0.6317882127937994,0.6826083817897988,0.5594363483078405,0.5196330685759033,10,72.92533593992006,0.50996023284576,0.08392126880345091,0.3840283443802556,9.723162730590523,0.019002502623838267,0.5901274475800832,1.0110417919312336,233,False
