numerical,demographics,clinical_group,clinical_te,diagnosis_group,diagnosis_te,medication_group,medication,other
-0.41579825,-0.033436134,0.041191638,-0.034792602,0.06629087,0.1357857,0.006184594,0.047082458,0.06172328
0.10010384,-0.06426111,-0.0065968763,-0.06724552,0.010493761,-0.25151384,0.05300575,0.06600319,0.07634572
-0.559233,-0.057380557,-0.06544861,-0.2707628,0.030345958,-0.29332608,0.008818918,0.04986707,0.05226187
-0.5939998,-0.07642661,-0.15812054,-0.3320072,-0.06260375,-0.12314967,-0.009432323,0.035514627,0.06406338
-0.660565,-0.065184586,0.027734147,0.10071037,0.13026509,0.07491778,-0.037519004,0.015674755,0.062814504
-0.2705528,-0.02067834,-0.00018815324,0.08195372,-0.049743585,0.3355425,-0.043998655,0.01650947,0.06833702
-0.28627333,-0.103624165,-0.3962493,-0.39228517,-0.01540266,-0.11474633,-0.048324846,-0.00058071874,0.005449308
-0.5665465,-0.095917545,-0.0482158,-0.047421027,0.072404236,-0.16736923,-0.072378665,0.0003272787,0.06956032
-0.6488769,-0.07688378,-0.40141585,-0.3264676,0.09390048,-0.14513806,0.005258359,0.064213,0.054782726
-0.30155593,0.0934485,-0.20745729,-0.09840149,-0.03598066,-0.17573944,0.07034497,0.12344624,0.055112593
0.42592207,0.0440462,0.006744519,0.049176496,0.060613807,0.3160532,-0.0027543795,0.035287112,0.07016967
-0.45011702,-0.025791973,0.017413644,-0.051534,0.06984463,0.15826453,-0.05583356,0.0006521269,0.030936081
-0.5295119,-0.03586127,-0.06587669,-0.058542818,0.07618426,-0.31276244,0.057668254,0.079431,0.026656838
-0.5784782,-0.08839505,-0.23472816,-0.20176381,-0.043687943,-0.24962842,0.010141352,0.020460067,0.00816956
-0.65678036,-0.07980432,0.051546276,0.051488016,0.07832648,-0.38884616,-0.06006885,0.00038063925,0.058501568
0.09839264,-0.053208712,-0.031905983,0.24670705,0.03350252,0.11331556,-0.010311829,0.02229304,0.14841655
0.69389313,0.043896034,-0.0093242,-0.04857327,-0.03688717,-0.10463458,0.026953347,0.08700671,0.090343066
1.019063,0.105220936,0.04764249,0.057051763,0.07458087,-0.0032358095,-0.016392127,0.027925216,0.05075869
-0.21184349,0.041668534,-0.017022902,0.035910375,0.09781032,0.33375144,-0.024147913,0.0236967,0.0932215
-0.5791892,-0.046416245,-0.0101771,-0.01289121,0.10141355,-0.25838023,0.007971607,0.06563376,0.078465104
-0.3110796,-0.06884146,-0.3311588,-0.23597229,-0.11179641,0.251426,-0.0010392815,0.024389006,0.03856001
-0.4552538,0.026534438,0.008606099,-0.03486691,0.013471663,-0.27353865,0.048937645,0.10930068,0.064328276
0.23880345,0.09313592,-0.1706529,-0.14170167,0.031787824,0.019629933,0.028633315,0.09426043,0.5450341
0.1892925,0.02353197,0.013100117,0.08325544,-0.049290482,0.22078663,0.0062588304,0.042246427,0.08796436
-0.56794614,-0.060569197,-0.11994625,-0.112778515,0.06864104,-0.14024311,-0.018316917,-0.019329088,0.07873879
-0.23664322,0.080514945,-0.026704606,-0.01849951,-0.10154485,-0.18395798,0.012356836,0.0068743117,0.1166955
-0.65655106,-0.17492698,0.019734666,-0.08851081,0.025092904,-0.36508673,-0.05252281,-0.0027476582,0.09600972
-0.4830136,-0.053437367,0.009593224,-0.0840023,-0.016982302,0.56328166,0.005934449,0.030088482,0.09801571
-0.3522581,-0.040407028,0.01280576,0.12302644,-0.035612743,-0.46867836,-0.05460313,0.007452502,0.043317005
0.408476,0.05644171,0.10330042,0.034019724,-0.053312033,0.24388789,-0.016697666,0.023883719,0.021073397
-0.4296002,0.08267302,-0.11816941,-0.060320422,0.0525489,0.09626761,0.023593774,0.09848426,0.10289393
-0.2735733,-0.168178,-0.22139873,-0.20486142,0.04476179,0.3321251,-0.0037651416,0.022876365,0.7033004
0.459336,-0.023837384,0.104931556,0.07961905,0.053532988,0.1642288,-0.01214771,0.018685808,0.022703543
0.13768119,-0.035903685,-0.01705543,-0.24051836,-0.17461295,-0.27740002,0.018555919,0.04287134,0.09843786
0.59698826,0.021267112,0.100079164,0.051524945,0.02136305,0.50814444,-0.034461122,0.020081587,0.047641803
0.27879822,0.035352957,-0.0767238,0.03604333,0.08231282,0.14641318,0.010015771,0.07324388,0.15300134
-0.4706414,-0.0373773,-0.08544983,-0.14344849,-0.08349192,-0.43239892,0.006625063,0.0575181,0.04232832
-0.32688248,0.0005438663,0.010993219,-0.32438457,-0.12038461,0.005039625,0.010775106,0.04000141,0.05733506
0.6220294,-0.03795404,0.04507544,0.2373227,-0.010380864,-0.13115215,-0.012109503,-0.012935196,0.043741643
-0.13528079,0.043382775,-0.15055443,-0.07157508,0.056608588,0.19548312,-0.04890595,0.0035505984,0.13451229
-0.47012985,-0.054178745,-0.04968842,-0.3036596,-0.11992878,-0.20080785,-0.00028114766,0.04768494,0.05860805
0.036815576,0.10139847,-0.006483987,-0.041211963,-0.087669805,-0.022245385,0.008937432,0.0297799,0.07539716
0.16288027,0.003938583,0.04885855,-0.031383365,0.1986726,0.4235828,0.075379655,0.13268888,0.10874776
-0.61694455,-0.050109945,-0.051479768,-0.03263717,-0.005141302,-0.11207229,0.047480877,0.098988466,0.11260395
0.16879797,0.0646944,-0.00029020943,0.039719068,0.05604148,0.13955788,0.028640931,0.05573911,0.7246675
0.7379395,0.10052365,-0.01078796,0.049320914,-0.084282085,-0.34505668,-0.034879427,0.022106163,0.09464335
-0.5044241,-0.17042178,-0.20127545,-0.032270048,0.007185283,0.031452168,0.060687803,0.039186575,0.080213346
-0.3073465,0.06786847,0.058458872,0.03026897,-0.08907695,0.0900453,-0.0074478667,0.027917817,0.058719523
0.17646916,0.017057333,-0.09960785,-0.020129483,-0.02915755,-0.053608432,0.014923316,0.029308282,0.1198677
1.343647,0.0053420663,0.020866305,0.06818299,-0.031483702,0.15707287,-0.017918762,0.028851472,0.39172113
-0.44985747,-0.101021275,0.0047047883,-0.07741295,-0.040299192,0.39776212,0.01818564,0.022821195,0.09844738
0.51858306,-0.0022252752,0.094023965,0.2167402,0.054419324,0.15357542,0.002290131,0.027153252,0.061185744
-0.49435508,0.12560876,0.031419195,0.047916986,0.046085626,-0.13100433,-0.07520526,-0.007167929,0.040075295
0.15301105,-0.03211434,-0.0032127127,-0.035696525,0.042822503,-0.09742521,0.0030958857,0.0387074,0.086489156
0.930251,-0.02969262,0.09441812,0.105822325,0.16223092,0.2921562,0.037500896,0.10310894,0.15537867
0.007758811,0.12597251,0.055987444,0.34376377,0.10756299,-0.15788603,-0.0030233767,0.046318505,0.10705468
-0.4820711,0.15613914,0.0671422,0.23580238,0.11623316,-0.2581669,-0.049281478,0.007983403,0.054010592
-0.3805749,0.063121684,-0.08804472,0.110744126,0.019452952,0.07060393,-0.03825451,0.012114731,0.10356667
-0.32563907,0.083286665,0.015698522,-0.36851636,-0.12143938,-0.2208834,-0.010149286,0.017269116,0.066851065
-0.58987015,-0.2991197,0.016502678,-0.037869334,0.069143936,-0.015777424,-0.061162483,0.001502945,0.02300158
0.4599995,-0.047280572,0.0586213,0.14111745,0.014385352,0.17355083,0.059119727,0.11730739,0.040559694
-0.41320878,0.0627611,-0.008503862,0.0611931,0.051421963,0.3118046,-0.010154185,0.018297432,0.0940808
0.5083685,-0.061559215,0.01228926,0.14292133,0.010765867,0.05498727,0.043489024,0.09126831,0.15280876
0.96476907,0.04486209,0.08573376,0.057115283,0.08485915,-0.06843479,0.060464248,0.1274214,0.05992555
0.30218965,0.08508825,-0.41095883,-0.19393209,0.02231626,0.13969608,-0.012636378,0.029209292,0.055098757
0.2407912,-0.027846921,0.00011776481,-0.0013993094,0.07348728,0.106040776,-0.022842145,0.0104250265,0.122793004
0.5787563,0.099407494,-0.00710617,0.06427062,-0.053978693,-0.13833535,0.013223516,0.016355876,0.060803007
-0.3867154,-0.013116084,-0.05027859,-0.09099822,-0.013094448,-0.06580306,0.001332189,0.06504555,0.050495256
-0.3081929,-0.06975033,-0.03239106,0.0114186965,0.03501664,0.022400938,0.06278845,0.064897425,0.07980247
0.3790443,-0.015476092,-0.10161702,0.058547005,0.0041911257,0.14655729,-0.02117404,0.014800065,0.11639577
0.72937065,0.060087394,0.0076224674,-0.05496918,0.12675336,0.08587821,0.048812516,0.0472744,0.0930681
-0.5007475,-0.16372658,0.060253553,-0.009026062,0.16450739,-0.20320073,0.015070724,0.082668215,0.07311388
0.5761039,0.027371896,0.092317,0.05135908,0.006722059,-0.29267544,0.035324253,0.09521234,0.06366373
0.7851091,0.026048087,0.07983874,0.053067252,0.060629167,-0.0009464687,-0.017653456,0.029975543,0.4544525
-0.31592813,-0.0048156716,0.06425785,0.034274425,-0.20687313,0.1373389,0.07979408,0.10782317,0.05734955
-0.4440416,-0.15941136,-0.0015906766,-0.08694605,0.114392355,0.08141357,-0.0056438614,0.016224429,0.09555709
0.106915474,0.03098321,-0.08339679,0.15364519,-0.04781817,0.14877845,-0.06144633,0.010105748,0.1257067
0.3519888,0.073291756,-0.18732235,-0.17882866,-0.14380497,0.057649124,-0.0068227733,0.03655374,0.46437085
-0.5350039,-0.11371193,-0.18969019,0.16061285,0.05246137,-0.046686135,-0.054313205,0.010163013,0.07530409
-0.32365826,-0.030322773,-0.31792912,-0.50458,-0.08647658,0.16695908,-0.006719035,0.008446834,-0.0005769264
-0.3096053,-0.038027328,0.0035813116,-0.042416632,-0.1588714,-0.425999,-0.00049654115,-0.0020555258,0.044502486
-0.45185366,-0.037086517,-0.10560608,-0.20537043,-0.05907303,-0.23446015,-0.06566331,0.009359496,0.0442795
-0.3241522,0.0677419,-0.02064293,0.042276002,0.16381371,0.2936527,0.015178108,0.0024680607,0.058134697
-0.42088306,0.11277625,0.048259243,0.020358477,-0.04336203,0.33859786,-0.0650163,-0.0010538856,0.080752164
-0.64076966,-0.08946103,-0.30063313,-0.32651067,-0.016484724,-0.2983323,-0.054968257,0.0022180784,-0.0041166637
-0.37031907,-0.019649478,-0.27787974,-0.4869723,-0.022610532,0.02246714,-0.005065728,0.095643915,0.0033252276
-0.51914513,-0.080189764,-0.28701806,-0.51558775,-0.018635834,-0.13781977,0.0179561,0.04169675,0.009674164
-0.32679147,-0.18505368,-0.0069505908,0.05740802,-0.2187536,-0.07265141,0.00780389,0.026391821,0.09047595
0.96687317,0.0433277,0.01856227,0.17416061,-0.015115522,0.08281279,-0.00927623,0.021731304,0.092171066
0.67397267,-0.04087332,-0.07967108,-0.07353872,0.059151337,0.2488804,0.06374732,0.035360195,0.06814338
-0.5989952,-0.24251461,-0.02949353,-0.07148141,0.07114834,-0.29311123,0.029131707,0.038763374,0.08394598
1.1134045,0.05547346,0.011110343,0.011281513,-0.103307866,-0.017894164,0.013496993,0.07347968,0.052932616
0.18185665,-0.066817716,-0.20586376,-0.111445144,-0.02908524,0.3011318,0.0153089035,0.04118582,0.033721894
0.3277082,0.044588387,-0.015321033,-0.04895475,-0.06585831,0.20009413,-0.023007825,0.010830694,0.09433437
-0.3841881,-0.049927667,0.07638223,0.13601206,0.02831138,-0.23688784,0.06984767,0.077062935,0.06536315
0.5188487,-0.04816222,-0.2243898,-0.13096212,0.16235141,0.2977361,0.008861247,0.031136028,0.060427986
0.39039668,0.056865346,0.03098046,-0.2477456,-0.038073003,-0.17931382,-0.04239659,0.016474538,0.06902322
-0.39810207,0.0690884,-0.000340648,-0.070278086,0.017602872,0.4240914,-0.0543736,0.0071172547,0.081587784
0.26594922,-0.017024208,0.106064886,0.07584377,0.03882719,0.064737454,-0.034914687,0.01914039,0.040147398
0.089700125,-0.0022092974,0.0017076656,0.10473769,-0.08033003,-0.1388677,0.023466535,0.009387706,0.08911775
0.28153548,-0.1273705,-0.052743286,0.08335073,0.04194503,0.40443012,0.0021962426,0.03059384,0.07858262
0.35148066,0.056374352,0.02235082,0.023044093,-0.020371867,-0.037704382,0.016923742,0.103675,0.091680154
-0.31836662,-0.36090517,0.0396138,-0.035210416,0.023391422,0.056168642,-0.015628474,0.018914184,0.07491644
-0.14724955,-0.10223085,-0.10828145,-0.029370526,0.18911213,0.25528994,0.044433318,0.083686166,0.078497805
1.0536976,0.07515885,0.03400568,-0.31870365,-0.0014458671,-0.13214388,-0.0057532545,0.034966946,0.07591829
0.0019276366,0.093284264,0.023274194,-0.07325503,0.12525792,-0.26626015,0.0073977113,0.040590465,0.09664494
0.64092124,-0.07994684,-0.083445095,0.051564213,0.016518041,0.5429671,-0.03277762,0.013563344,0.04180202
-0.53312606,0.08988361,0.01050614,0.05784765,-0.016420275,-0.11420727,-0.0024056397,0.091764875,0.07081411
-0.23622029,0.034769397,0.08695756,0.3085605,0.10727984,-0.091828704,-0.013712687,0.043522544,0.06626498
-0.28845692,0.08237125,0.07403098,0.20460889,0.06903981,-0.047172185,-0.045073852,0.018527117,0.10266627
0.22114737,0.06848723,0.10035759,0.18439923,-0.24582428,0.052170444,-0.009216836,0.028227756,0.073125616
-0.47219056,-0.04695426,-0.047762416,0.13493353,-0.08162134,0.15161362,0.0583246,0.11763133,0.13192154
-0.20688203,0.12541297,0.029541668,0.14583835,0.08014074,0.33766687,-0.06204224,0.0040474003,0.053261384
-0.45174038,0.15481219,-0.14762953,0.1925787,0.061822828,0.018794894,-0.0073043974,0.009089442,0.02039421
-0.14371954,-0.01802089,0.025933731,-0.05879475,0.026559476,0.0907771,-0.04923586,0.023627412,0.06706767
-0.5626749,0.102093466,-0.22611906,-0.34795353,0.14526616,-0.23931241,0.016509816,0.018486056,0.06324013
-0.3156177,-0.22979568,-0.21532555,-0.12994114,0.019291967,-0.0063237846,0.023506328,0.023523536,0.015150426
0.34991434,0.013282741,0.006100865,0.036951266,-0.19142008,0.24462064,-0.009911533,0.014251738,0.09952396
-0.31312573,0.0032933988,-0.036690183,0.119908035,-0.05841323,0.1396257,0.016902925,0.02307039,0.065901026
0.3920275,-0.04362573,0.0046776216,0.07864168,-0.1234379,-0.009469286,-0.031944297,0.027802683,0.08632216
-0.39931756,-0.012221519,-0.18576393,-0.020440867,-0.19519708,-0.1549201,-0.06834101,-0.009507667,0.07352567
-0.271275,0.08157637,-0.06441057,-0.08934597,0.066195905,-0.23894742,-0.015850203,0.030098194,0.08037059
-0.37914538,-0.016880617,0.047403213,0.08491929,-0.10846038,-0.14088896,-0.00817989,0.028565768,0.064073175
0.27193022,-0.0054539377,0.0060417615,0.12436697,0.016103627,0.07221191,-0.0014743484,0.032377094,0.07199868
-0.67934453,0.007032089,-0.072882846,-0.37942594,0.06834878,-0.37515563,0.0009567328,0.04314753,0.046919275
0.6192161,-0.022978518,0.0072046705,0.04778231,-0.12912036,-0.08483518,0.051319048,0.104318015,0.0567597
0.40278697,-0.011196992,0.09263506,0.061875038,-0.039316773,0.098256595,0.029145464,0.0971357,0.035577737
-0.18418469,0.016216395,0.008044088,0.11385351,0.17073753,0.14939934,0.10193568,0.15981556,0.04643847
-0.5562353,-0.012417132,-0.016643308,0.16668464,0.08797678,0.11491705,0.0032102154,0.019719904,0.038112745
-0.3292638,0.06601366,-0.03486226,-0.07470636,0.09639102,-0.44453132,-0.07783296,-0.004995073,0.066820815
-0.40918356,0.09773318,0.081152335,0.0410381,0.075780995,0.17273639,-0.067507915,0.00596251,0.05639179
-0.41446218,-0.10364636,-0.22484434,-0.22810113,0.041203193,-0.22352517,-0.049791507,0.003475106,0.061955065
0.20311752,0.09644534,-0.27166593,-0.44575325,0.05344486,-0.059035778,-0.008533322,0.022321872,0.030310534
-0.29691723,0.059202775,0.096963234,0.41367367,-0.04169094,0.21932048,-0.0013170815,0.0151502,0.09205033
0.11794862,-0.07394564,0.054232743,0.09989415,0.023646146,0.0849008,0.09136838,0.11745128,0.050673045
1.2506025,-0.008597435,0.07064065,-0.035137765,-0.0031502154,-0.06826539,0.027516311,0.08461098,0.16826214
-0.4248348,0.01718407,0.046061095,0.044932723,0.03914936,0.26280218,-0.07513402,-0.0043546525,0.04834612
0.66105705,0.042687546,-0.0036087856,0.014344536,0.034025818,0.4848788,-0.039475936,0.01427407,0.05349423
-0.41938826,0.06263503,0.096051194,0.23796883,0.17625207,-0.15940467,-0.06949952,-0.0033032144,0.09211896
0.30110523,0.01227993,-0.037892673,-0.047120176,0.101398714,-0.00249473,-0.0020432556,0.039056897,0.19228175
-0.43688175,-0.07740533,0.0144284405,0.0037427042,-0.16992564,0.12941365,-0.05213156,0.008529617,0.122604005
0.5620372,-0.007015939,-0.13856682,-0.06747383,0.0043481477,0.09534297,-0.0043067494,-0.008386353,0.119217135
-0.47115684,0.029073905,0.12350758,0.17597848,0.122068346,-0.24662407,-0.04120263,0.0029002405,0.052461587
-0.38322172,-0.0807511,-0.054840676,-0.12082088,0.08981587,-0.028895635,-0.052637916,0.0116611235,0.06038536
0.24520968,0.07735379,0.027770948,-0.031499323,0.1814689,-0.080986254,-0.014499357,0.024236076,0.06630007
-0.4047348,0.049555853,-0.015383594,-0.05065903,-0.13894473,-0.07796588,-0.064105526,0.00027208927,0.051305227
-0.7085546,-0.048840947,-0.062850595,-0.10190075,0.13307306,0.033674225,-0.05427683,0.008575926,0.08323379
1.0591501,-0.08442722,-0.17211142,-0.06867939,0.0071912697,0.04361614,-0.034781866,0.02354689,0.18302159
0.35461217,0.09058225,-0.0066608647,0.04161606,0.09114967,0.06371807,-0.0042268056,0.04449726,0.093667366
-0.48905176,0.06934783,-0.120507725,-0.38466418,-0.009553175,-0.36931837,0.054641254,0.03830671,0.022578707
-0.23277004,0.07858367,0.03982665,0.07202236,-0.24474852,0.2728268,-0.07699872,-0.0053315964,0.046452235
-0.362854,-0.060392126,-0.0035002553,-0.022975506,-0.12390705,0.031807266,-0.06708077,0.00895044,0.042678677
-0.37140173,-0.051875617,-0.034021616,-0.3017839,-0.064692184,-0.8109013,-0.06773808,-0.005626634,0.086419255
0.79101616,-0.034026787,-0.067058355,0.019063344,-0.013380822,-0.3215186,-0.008260729,0.025785776,0.05438393
0.24298212,0.11743316,0.033614118,0.10114639,-0.0068064258,-0.16127782,0.0074562514,0.059373643,0.14917868
2.3177922,0.06472791,0.026368836,-0.0011572279,0.07990483,0.2043578,0.046316314,0.107452944,0.087511316
0.17024675,0.13837518,0.008436225,0.043184362,0.11109404,-0.25050914,0.039229296,0.0753732,0.1981411
-0.66137576,-0.08693605,-0.0010067336,-0.055312417,-0.13521324,-0.078712836,0.06311418,0.08354994,0.06429707
0.3386908,0.009354509,-0.026769616,0.1751169,0.07022211,0.15893087,0.0065581943,0.005318248,0.038152464
-0.3947799,0.10870734,0.010962639,-0.024669329,-0.0036677346,-0.09040206,0.018256526,0.03810295,0.05755816
-0.2743599,-0.10537316,0.029982738,0.0767737,0.022910226,0.133383,-0.005856448,0.03358008,0.08361033
-0.309908,0.10178588,0.014088605,-0.14229448,0.06914516,-0.19428703,-0.01017558,0.030734003,0.07210471
0.9864115,0.06990616,0.10519713,0.08265135,0.14315462,-0.0021531805,-0.014153786,0.040605586,0.06023065
-0.46695787,-0.054603845,-0.0067759156,-0.16201177,-0.0896924,-0.4581959,-0.0633382,-0.0038666632,0.09752775
0.7069946,-0.14862287,0.018988637,0.0785151,-0.058727104,-0.040293463,-0.0540597,0.003780924,0.062484823
-0.32169035,-0.050605796,-0.015121933,-0.27992076,0.024697041,-0.05535888,-0.008131319,0.029090155,0.042169563
-0.51022273,-0.018515043,-0.07006188,-0.38298708,-0.039517917,-0.16823258,-0.007014892,0.034412507,0.05910959
0.33786213,0.03474687,0.005036843,0.25701654,-0.009465673,0.0015036613,-0.012396496,0.016334962,0.038066763
-0.56863225,-0.14579657,0.095840394,0.12923701,0.0710692,-0.3137451,-0.006001496,0.06372109,0.076089
-0.52928793,-0.122950874,-0.0044832113,-0.11155824,-0.023243137,-0.3455297,-0.015299058,0.02616329,0.076074734
-0.50952154,0.09012183,-0.051936403,-0.0876456,0.0499359,-0.52910674,-0.08411988,-0.005999742,0.07134152
-0.3927628,-0.03869451,-0.012246716,-0.039538696,0.06401851,0.058911912,0.03389243,0.090313755,0.11050542
0.08882839,0.047916766,0.034389652,0.12627509,-0.06622787,0.07917345,-0.045319267,0.013251266,0.05788604
-0.37773138,0.11138479,0.023680754,-0.024082296,-0.00647052,-0.39123794,-0.06897591,-0.0027224931,0.045708425
-0.6967076,0.14058283,0.0630238,0.014307335,0.14130297,-0.13401978,-0.062360026,-0.0033147899,0.038119547
-0.2966689,0.017336246,-0.21523283,-0.14252187,-0.19103006,0.19439217,0.049351957,0.1259247,0.0453301
0.08759579,-0.024617802,-0.022333851,0.0044836765,-0.027908523,-0.28397447,0.037518732,0.11884301,0.051760655
-0.44050565,0.10051949,-0.0069210827,-0.10783769,0.13772824,0.5844427,0.047670443,0.06557845,0.11615158
-0.36315218,-0.043652683,-0.002162598,-0.11002874,0.0069462415,-0.04046456,-0.009657903,0.026803594,0.07613413
0.82410073,0.0652215,-0.18980518,-0.13759862,-0.0014455062,-0.042862646,-0.0012989133,0.011515744,0.044848822
0.49664122,0.053279568,0.053850148,0.025939241,-0.109754115,-0.14387867,0.061609287,0.06797881,0.6580167
0.16349055,-0.029177958,0.06252174,0.05308311,-0.17260832,-0.151101,0.031303227,0.05379084,0.03669896
0.56329596,0.013044912,0.09445924,0.19532125,-0.10252439,0.2776854,-0.0315076,0.014551005,0.027898874
1.401817,0.049866773,0.055826347,-0.010924131,0.029170133,0.19435368,-0.032963123,0.016160525,0.06292816
-0.3944708,-0.03994336,-0.21510729,-0.08228935,0.034271546,-0.099548966,-0.058306888,0.01148594,0.05359292
0.084632516,0.10459086,0.03085785,-0.039174937,-0.096933074,-0.13620052,-0.00011813454,0.022753652,0.05794853
-0.45400447,0.038673386,0.042993046,0.20341465,-0.023371583,-0.43538213,-0.057689115,-0.0017900373,0.025626803
0.15494162,0.03555088,-0.051642194,0.047666587,-0.029527469,-0.0704836,0.020010892,0.030779833,0.054680727
0.09185407,-0.060662556,-0.1444971,0.016940022,0.053219814,0.008710351,-0.032081444,0.025474034,0.068864256
0.83236104,0.07387476,0.051764414,0.11919029,0.11758861,0.29761386,0.040896315,0.10571139,0.06270819
-0.35707018,-0.013430436,0.047996223,0.03600451,-0.21884397,0.11798336,-0.05570712,0.0036340724,0.03289025
0.060366143,-0.0014982931,-0.09410793,0.2105176,0.05567854,0.25609636,-0.04233039,0.01380409,0.13043612
0.47167438,-0.027329432,-0.030214485,-0.007883243,-0.0073428527,0.04498177,-0.0040099677,0.05191441,0.4892381
-0.19087617,-0.029777924,0.049922157,-0.10270405,-0.1309317,0.3799054,0.050816115,0.13278924,0.036982
0.31557915,0.06733801,0.064470515,0.052189734,-0.11335155,-0.019826282,-0.008362326,0.035302293,0.031954188
-0.50726694,-0.049277123,0.005359737,-0.10498631,-0.09463717,-0.17519641,-0.047152597,0.009650941,0.06200379
-0.3383656,-0.041104905,0.003659796,0.2787674,0.0010118335,0.3109553,0.006583306,0.030193841,0.06548564
0.5451834,0.07309702,-0.11805628,-0.1709269,0.16851252,0.30034295,-0.00037999265,0.021034813,0.0772022
-0.29690647,-0.09384349,-0.0037573855,0.26596144,-0.12737788,-0.2962194,-0.0048068576,0.008489827,0.04126811
0.5390885,-0.07093757,-0.119454056,-0.034297798,-0.047483817,0.2479074,-0.0071699778,0.02523909,0.11068557
-0.075378425,-0.028271317,-0.10743013,-0.3712369,-0.11090182,-0.511431,0.0022642077,0.044616174,0.10689563
0.56539434,0.06547648,-0.029442556,-0.031447165,-0.042958535,-0.10499218,0.027074724,0.0768602,0.080470845
-0.3520229,-0.021756686,0.12307396,0.16964468,-0.087920144,-0.17304695,-0.056356125,0.016894981,0.120179966
-0.2932907,0.10324825,0.0043830127,-0.02567342,0.017702537,-0.035831295,-0.045789093,0.014033812,0.050851792
0.6430181,-0.035043873,-0.016997933,-0.27329168,0.020225454,-0.31641394,-0.024482515,0.003068099,0.13604964
-0.28499302,0.08710948,0.049449965,0.027319029,-0.011174984,0.10655935,0.0006141737,0.036578022,0.008732548
0.6132135,-0.0039599314,0.028549276,0.19349493,-0.009583473,-0.013050821,-0.0015760991,0.029294936,0.08397424
-0.44189224,-0.05549748,-0.14499833,-0.1266609,0.016987836,-0.4407817,-0.0043266853,-0.0021894835,0.062302157
-0.29543215,0.1326436,0.08226608,0.036151227,0.07579826,0.13115422,-0.04963176,0.012984965,0.04763988
0.064544,-0.008665495,0.07847135,0.05401105,0.13320436,-0.18646704,0.047814555,0.06532572,0.055288002
0.4257891,0.047765106,-0.11643934,-0.059748825,-0.12134994,-0.1696043,-0.001771817,0.023002516,0.13423383
-0.3773156,-0.0662953,0.045372393,0.0970309,0.1004927,0.40192646,-0.056411244,0.009951691,0.08548661
0.23056567,0.053171556,-0.02746256,-0.05149657,0.010973588,0.18791716,-0.009176938,0.027842615,0.077912375
-0.197891,0.0014596246,-0.07490521,0.021825232,-0.17322448,-0.005103275,-0.05606094,0.015693549,0.012698298
0.14945275,-0.027772065,-0.027143493,-0.048741035,-0.22597486,0.027072854,-0.009776559,0.023386775,0.06206617
-0.4235724,-0.08467348,-0.0076625366,-0.087158866,0.010314887,0.09839933,-0.008708094,0.016776497,0.06831986
0.7246342,0.07797884,-0.14025392,0.18858247,0.05835572,-0.07219851,-0.027679464,0.026667515,0.06621396
1.0095828,0.03115309,0.044363935,-0.035520762,0.090905696,0.15003026,-0.0017392794,0.026763685,0.10392227
-0.68525803,-0.0021980666,-0.055450022,-0.37654322,-0.02480315,-0.38226756,-0.0041760905,0.041926462,0.04538484
-0.17544833,-0.19237742,-0.02604885,0.30542484,-0.087748796,0.08860775,-0.016377065,0.04593259,0.08252002
0.25786582,-0.0022117998,0.06229551,0.1795164,-0.029985495,-0.59142923,-0.0040064305,0.04996432,0.09341327
0.24046503,-0.20272416,0.08027846,0.3198969,0.055410195,-0.10260502,-0.006130308,0.021144783,0.08412036
-0.24529989,-0.13703498,0.0008388907,-0.0389705,-0.08519252,0.12956586,0.038020276,0.06558479,0.07920832
-0.31812483,0.11118772,-0.07879571,-0.124852136,0.08875434,0.066439845,0.012892952,0.008737717,0.09475014
0.7970385,0.07172288,0.039899558,-0.03990387,0.038077965,0.41256863,0.038792763,0.082896434,0.0770184
-0.5403935,0.07981331,-0.3047425,-0.4923522,0.054138415,0.12939444,-0.0066397465,0.03392082,0.004991483
0.57862484,0.087391466,0.15239775,0.21044403,-0.08093666,-0.26866043,0.0003991113,0.021046447,0.10030493
0.56312066,-0.018818198,-0.05126887,0.23452023,-0.019485135,-0.16157672,0.07656957,0.14654034,0.1646228
-0.578096,-0.061288077,0.0024694141,-0.25068232,0.010022141,-0.20022088,-0.0010092058,0.0132817365,0.00030314364
-0.2700874,-0.010967333,0.067409895,0.2772471,-0.07800322,0.0018811803,0.0019430751,0.03354737,0.05129037
-0.39146203,0.09919314,-0.00079508126,0.07828894,-0.09623518,0.18067537,-0.0685775,-0.0027633174,0.03539435
-0.3782212,-0.03338555,-0.062645964,-0.05325307,-0.00086150086,0.13307467,-0.0038557174,0.02670566,0.022437522
-0.23829071,-0.032799244,-0.058726877,-0.0445659,-0.011483922,0.15029326,0.0065764156,0.043834254,0.0052753035
-0.40601936,-0.051460713,-0.02135883,-0.048418652,0.035024185,-0.44596678,0.0131930765,0.021890871,0.056594744
-0.3430274,0.024251355,0.004889805,-0.089024365,0.09927963,0.22609693,-0.04548652,0.013440632,0.08468235
-0.79421026,-0.10650879,-0.09400403,-0.13548589,0.006207156,0.003627032,0.004527487,0.053375408,0.054108866
0.77332175,-0.048211027,-0.088189915,0.06145485,0.027650211,-0.11078304,0.024574064,0.09741258,0.05467905
-0.16454504,-0.11111766,-0.0036560427,0.031021308,0.037258767,0.039442074,-0.015174424,-0.02388993,0.74346894
0.44487596,-0.0048565543,0.01577954,-0.042871878,0.06634511,0.016857669,0.036870666,0.0974746,0.15211669
