numerical,demographics,clinical_group,clinical_te,diagnosis_group,diagnosis_te,medication_group,medication,other
0.23792425,0.104855694,0.04729852,0.16678959,0.019862816,-0.16057163,-0.0077588437,0.04545339,0.078813836
-0.5693572,-0.075465575,-0.28916448,-0.21696645,0.05868704,0.31655532,0.013717111,0.087317586,0.057887893
0.37103003,-0.02630869,0.072498515,0.23527414,0.27674904,0.2729507,0.036767095,0.090502836,0.07521212
-0.39417496,0.08136004,-0.0012498423,-0.076386444,-0.037108112,-0.42826673,0.012749731,0.07170638,0.06739658
-0.27790362,-0.060158815,0.055404183,0.12418834,0.07302756,-0.14181238,-0.04466255,0.018522158,0.055226095
-0.5174411,-0.080045596,0.100772485,0.11301058,-0.020622486,-0.18277267,0.012503302,0.038926877,0.08674696
-0.29713127,0.07645653,0.069325276,0.120832294,-0.1294248,-0.17627537,0.012817215,0.026626084,0.049591087
-0.41061512,0.0807654,0.042875905,-0.1238694,0.12171872,-0.00985162,-0.055191234,0.0071346154,0.09173252
-0.42115387,0.06230312,0.010163505,0.13142808,0.0482117,-0.014587417,-0.047676973,0.018646538,0.07731296
-0.13044542,0.03366726,-0.13355383,-0.10076003,0.058690373,0.33591455,-0.03857981,0.030046893,0.087085724
-0.4220162,-0.04967673,0.05429127,0.14004429,-0.0024617072,0.16024657,-0.05617823,-0.0005229615,0.06878699
-0.4775673,-0.046369605,0.12821329,0.28604954,0.07778236,-0.24571484,0.05344716,-0.0051285666,0.11129545
-0.53238904,-0.21826875,0.08072225,0.17976698,0.026488103,-0.07425435,0.002975847,0.042162668,0.09773216
-0.3184014,-0.059699215,0.0881315,-0.2165307,0.062101044,-0.10675513,-0.0120476745,0.03902265,0.074297264
-0.4757883,-0.10947113,0.07567253,0.30605423,0.20436446,-0.21819852,-0.0144052375,0.018439725,0.0864803
-0.33458275,-0.15340081,-0.24876693,-0.4090935,0.021339573,-0.019043306,0.026401466,0.084388554,0.021990888
1.1566913,0.019980535,0.094244786,0.044429887,-0.051840454,0.062281523,0.0064776004,0.034632273,0.05365639
-0.441562,0.05047871,-0.03945253,-0.20788984,-0.10376453,-0.39380813,-0.061400816,0.0060312287,0.06377654
-0.36028105,0.15349749,0.10110128,0.2618735,0.03882444,-0.04164692,0.0096166255,0.045358635,0.072364226
-0.45675597,-0.10740317,0.10461885,0.2687085,0.23503903,0.22558944,0.0023819571,0.033188596,0.09290548
-0.37712055,-0.03683372,0.056987494,-0.22837272,0.035436243,-0.35066086,0.027462138,0.012226709,0.074818045
