model,split,n_rows,best_C,accuracy,recall,precision,f1,roc_auc
logistic_regression,train,59605,{'lreg_c': 21.707419172195543},0.6259374213572687,0.5609825560697758,0.6126273229142368,0.585668624098714,0.673388402127813
logistic_regression,validation,19869,{'lreg_c': 21.707419172195543},0.6304293119935578,0.556872797180391,0.6201236917221694,0.5867987170108604,0.6764424489109117
