iter	Passed	Remaining
225	14375	130460
226	14472	130697
227	14543	130698
228	14614	130696
229	14682	130677
230	14749	130641
231	14813	130577
232	14876	130506
233	14939	130429
234	15007	130407
235	15065	130289
236	15126	130201
237	15186	130108
238	15239	129946
239	15295	129823
240	15356	129732
241	15419	129667
242	15473	129519
243	15537	129457
244	15602	129402
245	15668	129363
246	15730	129281
247	15797	129247
248	15860	129176
249	15917	129059
250	15975	128947
251	16040	128896
252	16101	128815
253	16157	128685
254	16214	128570
255	16272	128467
256	16335	128399
257	16398	128325
258	16459	128245
259	16525	128198
260	16585	128111
261	16641	127987
262	16703	127910
263	16766	127847
264	16832	127797
265	16893	127719
266	16947	127582
267	17009	127510
268	17069	127419
269	17130	127337
270	17197	127298
271	17262	127245
272	17325	127179
273	17388	127110
274	17444	126994
275	17501	126888
276	17575	126901
277	17639	126841
278	17711	126833
279	17786	126855
280	17870	126935
281	17933	126872
282	17996	126800
283	18063	126759
284	18127	126699
285	18198	126690
286	18259	126604
287	18328	126578
288	18390	126505
289	18455	126451
290	18518	126380
291	18579	126304
292	18650	126289
293	18723	126291
294	18785	126212
295	18839	126087
296	18911	126076
297	18977	126027
298	19043	125978
299	19113	125957
300	19171	125856
301	19246	125864
302	19316	125847
303	19383	125801
304	19453	125780
305	19505	125639
306	19576	125623
307	19650	125621
308	19721	125607
309	19795	125605
310	19855	125516
311	19921	125469
312	19992	125446
313	20050	125344
314	20120	125323
315	20178	125221
316	20244	125172
317	20309	125112
318	20362	124984
319	20428	124934
320	20492	124869
321	20562	124845
322	20634	124828
323	20725	124929
324	20792	124882
325	20860	124841
326	20933	124832
327	21003	124804
328	21072	124768
329	21128	124658
330	21183	124541
331	21248	124483
332	21310	124409
333	21366	124295
334	21421	124178
335	21483	124104
336	21545	124032
337	21605	123941
338	21666	123864
339	21730	123798
340	21795	123741
341	21859	123679
342	21919	123595
343	21983	123532
344	22042	123440
345	22108	123388
346	22166	123290
347	22222	123183
348	22288	123131
349	22352	123067
350	22412	122978
351	22468	122872
352	22530	122801
353	22595	122740
354	22650	122629
355	22714	122568
356	22772	122475
357	22836	122412
358	22901	122352
359	22964	122286
360	23014	122150
361	23065	122015
362	23120	121909
363	23187	121860
364	23242	121754
365	23305	121684
366	23354	121542
367	23409	121436
368	23472	121370
369	23537	121315
370	23595	121222
371	23646	121094
372	23711	121035
373	23761	120902
374	23825	120843
375	23888	120776
376	23952	120714
377	24009	120617
378	24072	120553
379	24122	120420
380	24188	120370
381	24247	120286
382	24311	120225
383	24376	120170
384	24435	120081
385	24501	120033
386	24563	119962
387	24625	119892
388	24675	119762
389	24741	119709
390	24791	119582
391	24856	119526
392	24925	119488
393	24982	119394
394	25032	119269
395	25094	119198
396	25142	119063
397	25203	118987
398	25267	118926
399	25318	118808
400	25383	118753
401	25430	118612
402	25494	118551
403	25541	118413
404	25604	118348
405	25652	118217
406	25718	118166
407	25783	118111
408	25848	118058
409	25905	117964
410	25976	117938
411	26025	117809
412	26070	117662
413	26118	117534
414	26184	117481
415	26237	117377
416	26301	117318
417	26369	117277
418	26433	117214
419	26478	117072
420	26525	116941
421	26580	116841
422	26659	116848
423	26719	116769
424	26773	116671
425	26826	116560
426	26880	116459
427	26944	116404
428	27013	116365
429	27076	116301
430	27125	116179
431	27175	116063
432	27241	116013
433	27305	115953
434	27371	115902
435	27430	115826
436	27482	115717
437	27547	115663
438	27620	115639
439	27696	115633
440	27767	115602
441	27831	115543
442	27879	115418
443	27925	115287
444	27989	115230
445	28038	115107
446	28083	114972
447	28138	114877
448	28201	114816
449	28266	114760
450	28323	114676
451	28384	114606
452	28450	114554
453	28501	114446
454	28553	114337
455	28601	114219
456	28667	114169
457	28717	114054
458	28780	113994
459	28847	113946
460	28903	113857
461	28958	113766
462	29008	113653
463	29074	113605
464	29126	113499
465	29191	113447
466	29243	113341
467	29292	113227
468	29352	113152
469	29402	113042
470	29452	112933
471	29511	112858
472	29576	112802
473	29641	112748
474	29693	112646
475	29751	112566
476	29806	112476
477	29871	112425
478	29931	112350
479	29985	112257
480	30041	112170
481	30092	112065
482	30141	111955
483	30202	111886
484	30258	111801
485	30315	111718
486	30368	111622
487	30418	111513
488	30482	111457
489	30546	111401
490	30614	111360
491	30663	111249
492	30728	111197
493	30794	111145
494	30842	111032
495	30907	110980
496	30958	110875
497	31018	110805
498	31071	110713
499	31132	110643
500	31189	110563
501	31256	110518
502	31305	110411
503	31371	110362
504	31415	110234
505	31480	110181
506	31530	110077
507	31580	109970
508	31633	109876
509	31695	109816
510	31741	109697
511	31806	109645
512	31860	109556
513	31920	109484
514	31984	109430
515	32037	109336
516	32092	109250
517	32156	109196
518	32208	109098
519	32274	109050
520	32337	108992
521	32388	108892
522	32442	108802
523	32503	108737
524	32567	108682
525	32623	108599
526	32679	108519
527	32745	108470
528	32807	108408
529	32870	108348
530	32923	108258
531	32977	108167
532	33030	108076
533	33096	108029
534	33155	107957
535	33217	107895
536	33281	107838
537	33345	107782
538	33409	107728
539	33458	107623
540	33510	107531
541	33560	107430
542	33621	107364
543	33675	107278
544	33740	107226
545	33800	107157
546	33864	107103
547	33919	107018
548	33977	106945
549	34031	106858
550	34094	106801
551	34139	106684
552	34205	106636
553	34271	106587
554	34332	106524
555	34390	106451
556	34444	106362
557	34510	106314
558	34564	106229
559	34622	106155
560	34677	106072
561	34737	106003
562	34797	105937
563	34848	105841
564	34902	105757
565	34956	105671
566	35022	105623
567	35072	105526
568	35124	105435
569	35191	105389
570	35253	105328
571	35309	105249
572	35364	105167
573	35424	105102
574	35491	105053
575	35552	104992
576	35607	104908
577	35661	104824
578	35721	104758
579	35799	104744
580	35868	104704
581	35930	104644
582	35987	104567
583	36040	104479
584	36095	104397
585	36145	104303
586	36207	104242
587	36274	104195
588	36340	104146
589	36393	104060
590	36462	104020
591	36528	103969
592	36596	103925
593	36658	103866
594	36707	103767
595	36767	103702
596	36822	103620
597	36883	103557
598	36935	103467
599	36991	103392
600	37054	103332
601	37121	103285
602	37175	103203
603	37231	103125
604	37285	103042
605	37333	102945
606	37391	102873
607	37453	102813
608	37510	102737
609	37568	102665
610	37632	102612
611	37684	102525
612	37741	102448
613	37803	102390
614	37868	102337
615	37919	102248
616	37978	102177
617	38043	102127
618	38100	102052
619	38157	101978
620	38217	101912
621	38277	101847
622	38339	101787
623	38400	101725
624	38461	101661
625	38520	101592
626	38575	101515
627	38630	101436
628	38696	101386
629	38746	101294
630	38801	101215
631	38852	101126
632	38918	101078
633	38979	101014
634	39046	100967
635	39110	100913
636	39163	100828
637	39229	100780
638	39281	100694
639	39338	100619
640	39393	100541
641	39449	100466
642	39507	100396
643	39559	100311
644	39612	100227
645	39669	100155
646	39721	100072
647	39787	100020
648	39830	99913
649	39888	99842
650	39952	99788
651	40008	99714
652	40072	99660
653	40120	99564
654	40181	99502
655	40232	99415
656	40296	99360
657	40345	99270
658	40404	99203
659	40453	99110
660	40511	99041
661	40577	98991
662	40627	98902
663	40687	98839
664	40742	98762
665	40793	98677
666	40857	98621
667	40917	98556
668	40961	98454
669	41019	98386
670	41082	98328
671	41126	98226
672	41196	98185
673	41249	98105
674	41300	98019
675	41354	97942
676	41414	97876
677	41459	97777
678	41509	97691
679	41572	97633
680	41636	97580
681	41700	97524
682	41757	97453
683	41801	97354
684	41861	97290
685	41913	97206
686	41973	97143
687	42024	97060
688	42074	96972
689	42140	96922
690	42191	96839
691	42243	96757
692	42287	96656
693	42337	96570
694	42402	96519
695	42460	96452
696	42512	96369
697	42563	96285
698	42626	96229
699	42688	96171
700	42758	96131
701	42803	96034
702	42866	95976
703	42916	95890
704	42967	95809
705	43012	95711
706	43064	95630
707	43128	95576
708	43182	95501
709	43244	95443
710	43298	95366
711	43352	95289
712	43414	95231
713	43465	95148
714	43519	95073
715	43565	94980
716	43618	94902
717	43679	94842
718	43738	94777
719	43793	94702
720	43852	94638
721	43905	94560
722	43949	94465
723	44002	94387
724	44060	94320
725	44124	94265
726	44174	94182
727	44233	94118
728	44292	94054
729	44352	93991
730	44407	93918
731	44455	93830
732	44509	93756
733	44560	93673
734	44625	93621
735	44676	93540
736	44735	93476
737	44801	93428
738	44869	93381
739	44919	93299
740	44981	93241
741	45044	93184
742	45094	93102
743	45150	93032
744	45215	92979
745	45265	92898
746	45319	92822
747	45379	92762
748	45447	92715
749	45505	92648
750	45564	92585
751	45620	92515
752	45676	92444
753	45734	92379
754	45792	92312
755	45842	92229
756	45896	92156
757	45950	92083
758	46008	92016
759	46060	91940
760	46114	91865
761	46171	91797
762	46218	91709
763	46269	91629
764	46320	91551
765	46375	91480
766	46439	91426
767	46498	91361
768	46565	91314
769	46619	91241
770	46674	91168
771	46739	91118
772	46791	91041
773	46846	90968
774	46897	90890
775	46951	90818
776	47000	90734
777	47069	90690
778	47121	90612
779	47177	90544
780	47231	90470
781	47295	90418
782	47358	90361
783	47414	90293
784	47470	90224
785	47519	90142
786	47583	90088
787	47648	90036
788	47715	89989
789	47778	89932
790	47831	89857
791	47895	89804
792	47963	89756
793	48020	89690
794	48079	89627
795	48140	89567
796	48186	89480
797	48244	89415
798	48311	89366
799	48376	89314
800	48434	89250
801	48486	89174
802	48545	89111
803	48604	89046
804	48661	88981
805	48719	88915
806	48781	88857
807	48840	88795
808	48892	88719
809	48940	88636
810	48998	88572
811	49058	88510
812	49125	88462
813	49178	88389
814	49240	88331
815	49290	88252
816	49336	88165
817	49391	88095
818	49455	88041
819	49518	87986
820	49572	87913
821	49623	87837
822	49673	87758
823	49725	87682
824	49784	87620
825	49835	87543
826	49888	87470
827	49943	87400
828	49993	87323
829	50053	87261
830	50097	87173
831	50155	87109
832	50221	87058
833	50273	86983
834	50330	86918
835	50380	86839
836	50441	86781
837	50502	86721
838	50566	86668
839	50620	86597
840	50677	86530
841	50731	86460
842	50780	86381
843	50835	86312
844	50890	86242
845	50944	86172
846	50991	86089
847	51047	86023
848	51093	85938
849	51156	85882
850	51215	85820
851	51271	85754
852	51328	85687
853	51387	85626
854	51448	85566
855	51500	85492
856	51574	85456
857	51635	85397
858	51687	85323
859	51744	85257
860	51805	85199
861	51854	85119
862	51912	85056
863	51971	84994
864	52019	84914
865	52081	84857
866	52141	84797
867	52198	84732
868	52256	84669
869	52306	84593
870	52359	84519
871	52424	84468
872	52489	84416
873	52537	84337
874	52590	84265
875	52651	84206
876	52709	84143
877	52772	84087
878	52820	84008
879	52865	83924
880	52923	83860
881	52984	83801
882	53042	83738
883	53102	83678
884	53157	83610
885	53210	83538
886	53265	83471
887	53329	83417
888	53399	83372
889	53458	83311
890	53532	83273
891	53584	83200
892	53648	83145
893	53708	83086
894	53784	83050
895	53849	82997
896	53920	82954
897	53987	82905
898	54039	82831
899	54099	82772
900	54164	82718
901	54226	82661
902	54296	82617
903	54347	82542
904	54401	82473
905	54458	82409
906	54520	82351
907	54579	82290
908	54651	82247
909	54719	82199
910	54776	82134
911	54845	82088
912	54898	82017
913	54967	81969
914	55025	81907
915	55083	81843
916	55140	81779
917	55210	81732
918	55267	81668
919	55341	81628
920	55407	81576
921	55455	81499
922	55509	81429
923	55565	81364
924	55616	81290
925	55679	81235
926	55742	81178
927	55803	81119
928	55859	81054
929	55914	80985
930	55974	80924
931	56026	80854
932	56088	80795
933	56144	80730
934	56197	80660
935	56258	80600
936	56317	80539
937	56378	80480
938	56441	80425
939	56498	80359
940	56562	80306
941	56622	80245
942	56685	80189
943	56747	80131
944	56809	80073
945	56853	79991
946	56909	79926
947	56963	79857
948	57021	79793
949	57067	79714
950	57114	79635
951	57172	79572
952	57222	79498
953	57281	79438
954	57331	79363
955	57388	79298
956	57442	79231
957	57493	79158
958	57537	79076
959	57603	79024
960	57649	78945
961	57699	78871
962	57751	78800
963	57804	78731
964	57853	78656
965	57912	78594
966	57969	78531
967	58013	78450
968	58069	78384
969	58118	78310
970	58175	78246
971	58223	78170
972	58280	78106
973	58324	78025
974	58384	77965
975	58444	77906
976	58494	77832
977	58545	77761
978	58594	77687
979	58659	77634
980	58720	77576
981	58765	77495
982	58817	77426
983	58863	77347
984	58919	77282
985	58976	77219
986	59021	77140
987	59070	77066
988	59122	76996
989	59177	76930
990	59232	76865
991	59289	76801
992	59338	76727
993	59388	76655
994	59443	76589
995	59496	76520
996	59545	76447
997	59595	76375
998	59636	76292
999	59694	76229
1000	59751	76166
1001	59813	76110
1002	59874	76052
1003	59925	75980
1004	59989	75926
1005	60038	75853
1006	60087	75780
1007	60137	75708
1008	60199	75651
1009	60259	75592
1010	60316	75530
1011	60375	75468
1012	60423	75394
1013	60486	75339
1014	60529	75259
1015	60580	75189
1016	60639	75128
1017	60696	75065
1018	60751	75000
1019	60808	74937
1020	60865	74874
1021	60922	74812
1022	60985	74755
1023	61039	74689
1024	61082	74610
1025	61135	74542
1026	61193	74481
1027	61257	74426
1028	61312	74361
1029	61376	74307
1030	61432	74243
1031	61493	74185
1032	61578	74156
1033	61651	74113
1034	61712	74054
1035	61770	73993
1036	61832	73936
1037	61882	73865
1038	61927	73788
1039	61978	73718
1040	62022	73641
1041	62077	73575
1042	62130	73507
1043	62178	73434
1044	62226	73361
1045	62289	73305
1046	62345	73243
1047	62400	73177
1048	62456	73113
1049	62501	73037
1050	62551	72967
1051	62599	72894
1052	62653	72828
1053	62703	72756
1054	62762	72697
1055	62810	72624
1056	62866	72561
1057	62930	72506
1058	62987	72444
1059	63039	72376
1060	63085	72302
1061	63149	72247
1062	63207	72186
1063	63254	72112
1064	63303	72041
1065	63359	71978
1066	63406	71904
1067	63449	71826
1068	63502	71760
1069	63544	71680
1070	63598	71615
1071	63649	71546
1072	63698	71475
1073	63751	71409
1074	63808	71346
1075	63857	71276
1076	63903	71201
1077	63957	71136
1078	64012	71072
1079	64071	71012
1080	64114	70935
1081	64163	70864
1082	64213	70795
1083	64257	70718
1084	64315	70657
1085	64364	70587
1086	64423	70528
1087	64477	70463
1088	64541	70409
1089	64585	70332
1090	64645	70274
1091	64702	70213
1092	64766	70158
1093	64815	70088
1094	64871	70025
1095	64918	69953
1096	64973	69888
1097	65024	69821
1098	65085	69763
1099	65147	69708
1100	65204	69646
1101	65272	69596
1102	65325	69530
1103	65379	69465
1104	65439	69406
1105	65502	69352
1106	65568	69300
1107	65629	69242
1108	65693	69188
1109	65755	69132
1110	65815	69073
1111	65869	69009
1112	65943	68964
1113	66004	68907
1114	66057	68842
1115	66103	68769
1116	66158	68705
1117	66215	68643
1118	66297	68608
1119	66362	68555
1120	66420	68493
1121	66479	68434
1122	66543	68380
1123	66606	68324
1124	66653	68253
1125	66716	68197
1126	66791	68154
1127	66862	68106
1128	66928	68055
1129	66988	67996
1130	67052	67941
1131	67100	67870
1132	67166	67818
1133	67226	67759
1134	67275	67690
1135	67333	67629
1136	67388	67566
1137	67442	67502
1138	67490	67431
1139	67543	67366
1140	67607	67311
1141	67667	67252
1142	67723	67190
1143	67788	67136
1144	67859	67088
1145	67926	67036
1146	67992	66984
1147	68060	66933
1148	68123	66878
1149	68178	66814
1150	68248	66765
1151	68315	66714
1152	68370	66650
1153	68443	66605
1154	68520	66562
1155	68587	66510
1156	68642	66447
1157	68702	66388
1158	68762	66330
1159	68836	66285
1160	68910	66239
1161	68975	66185
1162	69028	66120
1163	69106	66078
1164	69173	66026
1165	69237	65971
1166	69302	65917
1167	69376	65871
1168	69443	65819
1169	69509	65766
1170	69573	65712
1171	69652	65670
1172	69713	65612
1173	69771	65551
1174	69840	65501
1175	69894	65436
1176	69949	65373
1177	70013	65318
1178	70079	65265
1179	70125	65192
1180	70183	65132
1181	70253	65082
1182	70315	65025
1183	70387	64977
1184	70443	64915
1185	70503	64856
1186	70556	64790
1187	70621	64736
1188	70673	64669
1189	70725	64603
1190	70792	64551
1191	70867	64506
1192	70934	64453
1193	70993	64394
1194	71055	64336
1195	71131	64291
1196	71210	64250
1197	71278	64198
1198	71335	64136
1199	71386	64068
1200	71445	64009
1201	71495	63941
1202	71569	63895
1203	71632	63838
1204	71693	63780
1205	71762	63729
1206	71820	63668
1207	71884	63612
1208	71950	63558
1209	72007	63497
1210	72075	63445
1211	72140	63391
1212	72200	63331
1213	72264	63276
1214	72342	63232
1215	72425	63193
1216	72497	63144
1217	72556	63084
1218	72616	63025
1219	72692	62980
1220	72764	62931
1221	72834	62880
1222	72891	62818
1223	72950	62758
1224	73083	62762
1225	73184	62738
1226	73252	62685
1227	73316	62629
1228	73373	62567
1229	73425	62501
1230	73469	62428
1231	74187	62927
1232	74257	62875
1233	74303	62802
1234	74366	62744
1235	74425	62683
1236	74475	62614
1237	74517	62539
1238	74620	62515
1239	74799	62553
1240	74892	62521
1241	74953	62461
1242	75017	62403
1243	75086	62350
1244	75158	62300
1245	75245	62261
1246	75350	62238
1247	75440	62201
1248	75523	62160
1249	75617	62127
1250	75698	62083
1251	75784	62043
1252	75844	61983
1253	75919	61934
1254	75981	61874
1255	76050	61821
1256	76111	61761
1257	76181	61708
1258	76244	61649
1259	76328	61608
1260	76392	61549
1261	76447	61484
1262	76527	61439
1263	76591	61381
1264	76648	61318
1265	76707	61256
1266	76770	61197
1267	76843	61147
1268	76901	61085
1269	76973	61033
1270	77037	60975
1271	77102	60917
1272	77162	60857
1273	77214	60789
1274	77289	60740
1275	77360	60687
1276	77434	60638
1277	77490	60573
1278	77542	60505
1279	77607	60448
1280	77668	60388
1281	77733	60331
1282	77793	60270
1283	77856	60211
1284	77929	60160
1285	77979	60091
1286	78041	60032
1287	78095	59966
1288	78152	59902
1289	78213	59842
1290	78270	59779
1291	78315	59706
1292	78363	59636
1293	78428	59578
1294	78477	59509
1295	78531	59443
1296	78588	59380
1297	78649	59320
1298	78705	59256
1299	78769	59198
1300	78820	59130
1301	78891	59078
1302	78959	59022
1303	79028	58968
1304	79103	58918
1305	79154	58850
1306	79211	58787
1307	79269	58724
1308	79324	58660
1309	79375	58592
1310	79425	58524
1311	79475	58455
1312	79534	58394
1313	79597	58335
1314	79659	58275
1315	79722	58216
1316	79782	58155
1317	79857	58105
1318	79930	58054
1319	79988	57991
1320	80053	57933
1321	80103	57866
1322	80152	57797
1323	80210	57734
1324	80254	57662
1325	80311	57599
1326	80365	57533
1327	80421	57469
1328	80469	57400
1329	80514	57328
1330	80574	57267
1331	80622	57198
1332	80666	57126
1333	80717	57058
1334	80759	56985
1335	80821	56925
1336	80892	56872
1337	80957	56815
1338	81030	56763
1339	81087	56700
1340	81142	56636
1341	81200	56573
1342	81248	56505
1343	81317	56450
1344	81377	56389
1345	81439	56329
1346	81503	56271
1347	81562	56210
1348	81622	56149
1349	81681	56088
1350	81733	56021
1351	81790	55958
1352	81837	55888
1353	81905	55833
1354	81972	55777
1355	82026	55712
1356	82071	55641
1357	82122	55574
1358	82176	55509
1359	82237	55449
1360	82288	55382
1361	82339	55316
1362	82400	55256
1363	82462	55196
1364	82526	55138
1365	82577	55071
1366	82627	55004
1367	82673	54934
1368	82738	54876
1369	82805	54820
1370	82870	54763
1371	82926	54700
1372	82993	54644
1373	83044	54577
1374	83106	54517
1375	83165	54456
1376	83222	54393
1377	83278	54330
1378	83333	54266
1379	83389	54202
1380	83443	54138
1381	83506	54079
1382	83561	54015
1383	83625	53957
1384	83693	53902
1385	83760	53845
1386	83826	53788
1387	83891	53731
1388	83948	53669
1389	84027	53620
1390	84077	53553
1391	84129	53487
1392	84205	53436
1393	84267	53377
1394	84326	53316
1395	84396	53261
1396	84459	53203
1397	84518	53141
1398	84576	53079
1399	84644	53023
1400	84707	52964
1401	84768	52904
1402	84822	52840
1403	84883	52780
1404	84933	52712
1405	84998	52655
1406	85057	52593
1407	85128	52540
1408	85190	52480
1409	85252	52421
1410	85317	52363
1411	85378	52303
1412	85442	52245
1413	85518	52194
1414	85577	52132
1415	85636	52071
1416	85710	52019
1417	85786	51967
1418	85867	51920
1419	85933	51862
1420	86002	51807
1421	86052	51740
1422	86125	51687
1423	86178	51622
1424	86236	51560
1425	86293	51497
1426	86350	51435
1427	86414	51376
1428	86480	51319
1429	86541	51259
1430	86615	51206
1431	86689	51154
1432	86752	51094
1433	86821	51039
1434	86886	50981
1435	86942	50918
1436	87011	50862
1437	87075	50804
1438	87141	50746
1439	87198	50683
1440	87261	50624
1441	87311	50558
1442	87381	50503
1443	87436	50439
1444	87512	50387
1445	87575	50328
1446	87626	50262
1447	87693	50206
1448	87754	50145
1449	87807	50080
1450	87871	50022
1451	87931	49960
1452	87993	49901
1453	88052	49839
1454	88115	49780
1455	88172	49718
1456	88231	49656
1457	88290	49595
1458	88352	49535
1459	88426	49482
1460	88489	49423
1461	88552	49364
1462	88609	49301
1463	88669	49240
1464	88721	49175
1465	88791	49119
1466	88869	49069
1467	88935	49011
1468	88997	48951
1469	89069	48897
1470	89130	48837
1471	89191	48776
1472	89252	48716
1473	89316	48657
1474	89375	48595
1475	89428	48531
1476	89480	48466
1477	89557	48414
1478	89622	48356
1479	89686	48297
1480	89757	48242
1481	89814	48179
1482	89875	48119
1483	89933	48057
1484	89998	47999
1485	90069	47944
1486	90132	47884
1487	90189	47822
1488	90258	47765
1489	90309	47700
1490	90372	47640
1491	90439	47583
1492	90495	47520
1493	90552	47458
1494	90616	47399
1495	90669	47334
1496	90729	47273
1497	90791	47213
1498	90849	47152
1499	90909	47091
1500	90973	47032
1501	91045	46977
1502	91115	46921
1503	91188	46867
1504	91257	46811
1505	91325	46754
1506	91379	46690
1507	91433	46626
1508	91492	46564
1509	91554	46504
1510	91615	46444
1511	91678	46384
1512	91747	46328
1513	91806	46267
1514	91860	46203
1515	91936	46150
1516	91993	46087
1517	92055	46027
1518	92120	45969
1519	92171	45903
1520	92227	45840
1521	92291	45781
1522	92352	45721
1523	92414	45661
1524	92488	45607
1525	92545	45544
1526	92612	45487
1527	92676	45428
1528	92751	45374
1529	92818	45317
1530	92882	45258
1531	92963	45207
1532	93021	45145
1533	93085	45086
1534	93149	45027
1535	93207	44965
1536	93258	44900
1537	93333	44845
1538	93398	44787
1539	93464	44729
1540	93520	44666
1541	93589	44609
1542	93644	44546
1543	93695	44481
1544	93756	44420
1545	93811	44357
1546	93861	44291
1547	93914	44227
1548	93983	44170
1549	94046	44110
1550	94103	44048
1551	94163	43987
1552	94227	43928
1553	94306	43876
1554	94371	43817
1555	94433	43757
1556	94498	43698
1557	94585	43650
1558	94646	43589
1559	94699	43525
1560	94772	43470
1561	94844	43414
1562	94912	43357
1563	94975	43297
1564	95029	43233
1565	95095	43175
1566	95154	43114
1567	95214	43052
1568	95275	42992
1569	95333	42930
1570	95384	42865
1571	95455	42809
1572	95532	42755
1573	95599	42697
1574	95655	42634
1575	95720	42576
1576	95786	42517
1577	95840	42453
1578	95899	42392
1579	95962	42332
1580	96015	42268
1581	96066	42203
1582	96117	42138
1583	96184	42080
1584	96242	42018
1585	96300	41957
1586	96348	41890
1587	96393	41823
1588	96459	41764
1589	96511	41700
1590	96563	41635
1591	96617	41572
1592	96670	41508
1593	96742	41452
1594	96810	41394
1595	96870	41333
1596	96937	41275
1597	96995	41214
1598	97050	41150
1599	97110	41089
1600	97170	41028
1601	97222	40964
1602	97279	40902
1603	97336	40840
1604	97388	40775
1605	97440	40711
1606	97493	40647
1607	97549	40584
1608	97596	40518
1609	97660	40459
1610	97717	40397
1611	97780	40337
1612	97838	40275
1613	97893	40212
1614	97952	40151
1615	98014	40091
1616	98072	40029
1617	98125	39965
1618	98172	39899
1619	98226	39836
1620	98272	39769
1621	98338	39711
1622	98391	39647
1623	98454	39588
1624	98525	39531
1625	98589	39472
1626	98648	39410
1627	98701	39347
1628	98767	39288
1629	98817	39223
1630	98884	39165
1631	98931	39099
1632	98982	39035
1633	99033	38971
1634	99089	38908
1635	99145	38846
1636	99200	38783
1637	99251	38719
1638	99308	38657
1639	99361	38593
1640	99412	38529
1641	99458	38462
1642	99520	38402
1643	99576	38340
1644	99630	38277
1645	99678	38211
1646	99732	38148
1647	99795	38089
1648	99846	38025
1649	99899	37961
1650	99975	37907
1651	100034	37845
1652	100080	37779
1653	100130	37715
1654	100184	37652
1655	100242	37590
1656	100302	37530
1657	100367	37471
1658	100424	37409
1659	100470	37343
1660	100516	37277
1661	100571	37215
1662	100626	37152
1663	100688	37092
1664	100738	37028
