iter	Logloss
1513	0.5959166595
1514	0.5958967839
1515	0.5958764202
1516	0.5958625422
1517	0.5958531972
1518	0.5958410627
1519	0.5958368086
1520	0.595830044
1521	0.5958259294
1522	0.5958192345
1523	0.5958170029
1524	0.5958046591
1525	0.5958018696
1526	0.5957905719
1527	0.5957725096
1528	0.595755842
1529	0.5957365244
1530	0.5957278071
1531	0.5957146962
1532	0.5957098842
1533	0.5956888231
1534	0.5956741083
1535	0.5956572315
1536	0.5956558367
1537	0.5956415403
1538	0.5956252912
1539	0.595609321
1540	0.5956074381
1541	0.5955945364
1542	0.5955925837
1543	0.5955773807
1544	0.5955726384
1545	0.5955668501
1546	0.5955625961
1547	0.5955575749
1548	0.5955406981
1549	0.5955262622
1550	0.5955127329
1551	0.5954928574
1552	0.5954749345
1553	0.5954623118
1554	0.5954467601
1555	0.5954445284
1556	0.5954327426
1557	0.5954121697
1558	0.5953964785
1559	0.5953929915
1560	0.5953809267
1561	0.5953724884
1562	0.5953513575
1563	0.5953381072
1564	0.5953362242
1565	0.5953199054
1566	0.5952976587
1567	0.5952892203
1568	0.5952707396
1569	0.5952592327
1570	0.5952558155
1571	0.5952362189
1572	0.5952155763
1573	0.5951884479
1574	0.5951743607
1575	0.5951636209
1576	0.5951512772
1577	0.5951504403
1578	0.5951384453
1579	0.5951309135
1580	0.5951277055
1581	0.5951141762
1582	0.59510783
1583	0.5950802135
1584	0.5950668934
1585	0.595042973
1586	0.5950389979
1587	0.5950259567
1588	0.5950171697
1589	0.5950038496
1590	0.5949880189
1591	0.5949722579
1592	0.5949692592
1593	0.5949465244
1594	0.5949291594
1595	0.594914863
1596	0.5949103997
1597	0.5948992415
1598	0.5948926163
1599	0.5948744843
1600	0.5948523074
1601	0.5948488902
1602	0.5948359885
1603	0.5948266435
1604	0.5948215526
1605	0.5948114405
1606	0.5947904491
1607	0.5947815226
1608	0.5947805462
1609	0.5947661103
1610	0.5947555101
1611	0.5947470019
1612	0.5947412136
1613	0.594730962
1614	0.5947069022
1615	0.5946897465
1616	0.5946676393
1617	0.5946619207
1618	0.5946585035
1619	0.5946564811
1620	0.5946525757
1621	0.59463542
1622	0.594619938
1623	0.5946170787
1624	0.5945949018
1625	0.5945859055
1626	0.5945767
1627	0.5945683314
1628	0.5945442715
1629	0.5945234197
1630	0.5945109364
1631	0.5945074495
1632	0.5944884806
1633	0.5944715341
1634	0.594453402
1635	0.5944425925
1636	0.5944384082
1637	0.5944322014
1638	0.594417626
1639	0.5944036086
1640	0.5943927991
1641	0.5943757131
1642	0.5943616956
1643	0.5943400069
1644	0.5943241064
1645	0.5943208287
1646	0.5942971176
1647	0.5942816356
1648	0.594269501
1649	0.5942421635
1650	0.5942238222
1651	0.5942182431
1652	0.5942045046
1653	0.594189441
1654	0.5941692865
1655	0.5941570125
1656	0.5941376251
1657	0.5941210971
1658	0.5940991294
1659	0.594095224
1660	0.5940943872
1661	0.5940869251
1662	0.5940612613
1663	0.5940401304
1664	0.594033854
1665	0.5940331566
1666	0.5940171864
1667	0.5939977293
1668	0.5939865711
1669	0.5939842
1670	0.5939726234
1671	0.593957769
1672	0.5939411015
1673	0.5939292459
1674	0.5939155771
1675	0.5939112533
1676	0.5938877514
1677	0.5938725483
1678	0.5938325881
1679	0.5938212207
1680	0.5937967424
1681	0.5937845381
1682	0.5937724036
1683	0.5937615243
1684	0.5937525978
1685	0.5937456936
1686	0.5937237957
1687	0.5937099177
1688	0.5936870434
1689	0.5936723285
1690	0.5936713522
1691	0.5936636112
1692	0.5936571952
1693	0.5936541965
1694	0.5936352973
1695	0.5936222561
1696	0.5936106098
1697	0.5935893395
1698	0.5935735785
1699	0.5935651401
1700	0.5935532846
1701	0.5935305497
1702	0.5935246219
1703	0.5935122085
1704	0.5935094886
1705	0.5934961686
1706	0.5934768509
1707	0.5934744101
1708	0.5934599044
1709	0.5934507687
1710	0.593425593
1711	0.5934105992
1712	0.5933987436
1713	0.5933965817
1714	0.5933911421
1715	0.5933806115
1716	0.5933651295
1717	0.5933619216
1718	0.5933526463
1719	0.5933336774
1720	0.5933076648
1721	0.5932820707
1722	0.5932693783
1723	0.5932492238
1724	0.5932446908
1725	0.5932394604
1726	0.5932301851
1727	0.5932151216
1728	0.5931791364
1729	0.5931564713
1730	0.593135201
1731	0.5931216717
1732	0.5930985882
1733	0.5930808746
1734	0.5930714599
1735	0.5930515843
1736	0.5930376366
1737	0.5930250139
1738	0.5930001869
1739	0.5929904235
1740	0.5929634346
1741	0.5929579252
1742	0.5929517185
1743	0.5929362365
1744	0.5929188018
1745	0.5929181044
1746	0.5928952999
1747	0.5928879773
1748	0.5928708913
1749	0.5928548514
1750	0.5928340693
1751	0.5928286994
1752	0.5928171925
1753	0.5928012921
1754	0.59277249
1755	0.5927657951
1756	0.5927579146
1757	0.5927428511
1758	0.5927287639
1759	0.5927176057
1760	0.5927028908
1761	0.5926819692
1762	0.592661745
1763	0.5926399865
1764	0.5926233887
1765	0.5926114634
1766	0.5926010026
1767	0.5925938892
1768	0.592581127
1769	0.592570736
1770	0.592556858
1771	0.5925528829
1772	0.5925481406
1773	0.5925126436
1774	0.592485585
1775	0.5924732413
1776	0.5924625015
1777	0.5924521802
1778	0.592447159
1779	0.5924350942
1780	0.5924235176
1781	0.5924078961
1782	0.5923754676
1783	0.5923532907
1784	0.592342272
1785	0.5923224662
1786	0.5923130515
1787	0.5923053105
1788	0.5922781821
1789	0.59226807
1790	0.592261933
1791	0.5922495195
1792	0.5922321546
1793	0.5922065605
1794	0.592193868
1795	0.5921730859
1796	0.59216932
1797	0.5921486773
1798	0.5921344506
1799	0.592132219
1800	0.5921148541
1801	0.5920991629
1802	0.5920880047
1803	0.5920753122
1804	0.5920662462
1805	0.5920316558
1806	0.5920262859
1807	0.5920108737
1808	0.5920034116
1809	0.5919919745
1810	0.5919788636
1811	0.5919570354
1812	0.5919180514
1813	0.5919027089
1814	0.5918902954
1815	0.5918816478
1816	0.591877603
1817	0.5918622605
1818	0.591847964
1819	0.5918376427
1820	0.5918128855
1821	0.5918091893
1822	0.5917974035
1823	0.5917837347
1824	0.5917709725
1825	0.5917612091
1826	0.5917467732
1827	0.5917429376
1828	0.591731082
1829	0.5917168553
1830	0.591714275
1831	0.591700118
1832	0.591684915
1833	0.5916600182
1834	0.5916445363
1835	0.5916269621
1836	0.5916160131
1837	0.5916138512
1838	0.5916035996
1839	0.5915577116
1840	0.5915556194
1841	0.5915400677
1842	0.5915330241
1843	0.5915251436
1844	0.5915159381
1845	0.5915000377
1846	0.5914888795
1847	0.591479116
1848	0.5914699803
1849	0.5914650288
1850	0.5914449441
1851	0.5914349017
1852	0.591423604
1853	0.5914059601
1854	0.5913711605
1855	0.5913659999
1856	0.5913632103
1857	0.5913461941
1858	0.5913300147
1859	0.5913188565
1860	0.5913058154
1861	0.5913028863
1862	0.5912781988
1863	0.5912656459
1864	0.59125386
1865	0.591246398
1866	0.5912255461
1867	0.5912042061
1868	0.5911888636
1869	0.5911727539
1870	0.5911556679
1871	0.5911445795
1872	0.59113377
1873	0.5911131971
1874	0.5911051771
1875	0.5910763053
1876	0.5910587311
1877	0.5910417846
1878	0.5910397622
1879	0.5910357871
1880	0.5910197472
1881	0.5910004993
1882	0.5910001506
1883	0.5909915728
1884	0.5909712091
1885	0.5909617943
1886	0.5909368976
1887	0.5909240657
1888	0.5909099785
1889	0.590903702
1890	0.5909018888
1891	0.5908894056
1892	0.5908686932
1893	0.5908624167
1894	0.5908516769
1895	0.5908318711
1896	0.5908253157
1897	0.5908183418
1898	0.5908055099
1899	0.5907693853
1900	0.5907582968
1901	0.5907445583
1902	0.590704598
1903	0.5907023664
1904	0.5906873726
1905	0.590662964
1906	0.5906465057
1907	0.5906386949
1908	0.590627746
1909	0.5906140074
1910	0.5905940622
1911	0.5905788591
1912	0.5905451753
1913	0.590536179
1914	0.5905360396
1915	0.5905220918
1916	0.5905038203
1917	0.5905017979
1918	0.5904832474
1919	0.590474809
1920	0.5904534689
1921	0.5904497728
1922	0.590440637
1923	0.5904260616
1924	0.5903940516
1925	0.5903814289
1926	0.5903805223
1927	0.590358973
1928	0.5903480938
1929	0.5903295433
1930	0.5903204772
1931	0.5903067387
1932	0.5903015083
1933	0.5902877
1934	0.5902671271
1935	0.5902584795
1936	0.5902417422
1937	0.5902390224
1938	0.5902309327
1939	0.5902001082
1940	0.5901918093
1941	0.5901870671
1942	0.590163077
1943	0.5901493385
1944	0.5901384592
1945	0.5901005214
1946	0.5900996148
1947	0.5900683718
1948	0.5900380355
1949	0.5900258312
1950	0.5900148822
1951	0.5900078386
1952	0.5899995397
1953	0.5899989121
1954	0.5899795247
1955	0.5899584636
1956	0.5899546977
1957	0.5899419356
1958	0.5899248496
1959	0.589915923
1960	0.5898955593
1961	0.5898917934
1962	0.5898844709
1963	0.5898799378
1964	0.5898498107
1965	0.5898417908
1966	0.5898228219
1967	0.5897948566
1968	0.589775539
1969	0.5897443658
1970	0.5897286049
1971	0.5897024528
1972	0.5896868314
1973	0.5896790904
1974	0.5896555187
1975	0.5896546818
1976	0.5896413617
1977	0.589635434
1978	0.589635155
1979	0.5896204401
1980	0.5896120715
1981	0.5895985422
1982	0.589587384
1983	0.5895759468
1984	0.5895499343
1985	0.5895414959
1986	0.589539613
1987	0.5895304075
1988	0.5895281758
1989	0.5895227362
1990	0.5895078819
1991	0.5894807535
1992	0.5894704322
1993	0.5894550897
1994	0.5894504172
1995	0.5894416998
1996	0.5894218243
1997	0.5893914182
1998	0.5893683347
1999	0.5893555028
2000	0.5893361154
2001	0.5893228651
2002	0.5893022224
2003	0.5892831838
2004	0.5892702821
2005	0.5892619135
2006	0.5892374352
2007	0.5892366681
2008	0.5892257888
2009	0.5891934301
2010	0.5891746006
2011	0.589159537
2012	0.5891520053
2013	0.5891381273
2014	0.5891234124
2015	0.5891164385
2016	0.5890967025
2017	0.5890825455
2018	0.5890766875
2019	0.589039168
2020	0.5890016486
2021	0.5889780769
2022	0.5889603633
2023	0.5889478801
2024	0.5889363035
2025	0.588919078
2026	0.5888986446
2027	0.588891043
2028	0.5888766769
2029	0.5888530354
2030	0.5888444576
2031	0.588840622
2032	0.5888321138
2033	0.5887999643
2034	0.5887860166
2035	0.5887694187
2036	0.5887560986
2037	0.5887395008
2038	0.5887164871
2039	0.5887017722
2040	0.5887016327
2041	0.5886853836
2042	0.5886727609
2043	0.5886545591
2044	0.5886339164
2045	0.5886283373
2046	0.5886280584
2047	0.5886067881
2048	0.5885911666
2049	0.5885725464
2050	0.5885662002
2051	0.5885338414
2052	0.5885224043
2053	0.5885139659
2054	0.5884941601
2055	0.5884625684
2056	0.5884445061
2057	0.5884396244
2058	0.588423445
2059	0.5884232358
2060	0.588395968
2061	0.5883712805
2062	0.5883576814
2063	0.5883397586
2064	0.5883245556
2065	0.5883166053
2066	0.5883031458
2067	0.5883002167
2068	0.5882980548
2069	0.5882777609
2070	0.5882633947
2071	0.5882513299
2072	0.5882277582
2073	0.5882167395
2074	0.5882103236
2075	0.5882037681
2076	0.5881757332
2077	0.5881605999
2078	0.5881481166
2079	0.5881317978
2080	0.5881172224
2081	0.5881142934
2082	0.5881069708
2083	0.5880917678
2084	0.5880760766
2085	0.5880624775
2086	0.588051947
2087	0.5880255857
2088	0.5880142183
2089	0.5880088484
2090	0.587994552
2091	0.587975862
2092	0.5879617051
2093	0.5879393887
2094	0.5879285792
2095	0.5879178394
2096	0.5879046588
2097	0.5878870149
2098	0.5878769726
2099	0.5878586313
2100	0.5878495652
2101	0.5878206237
2102	0.5878008876
2103	0.5877791292
2104	0.587774108
2105	0.5877666459
2106	0.5877576496
2107	0.5877448177
2108	0.5877323345
2109	0.5877250119
2110	0.5877248027
2111	0.5877089023
2112	0.5877020679
2113	0.5876739632
2114	0.5876665709
2115	0.587650531
2116	0.5876360951
2117	0.5876207526
2118	0.5876144063
2119	0.5875970414
2120	0.587595019
2121	0.5875854648
2122	0.5875729816
2123	0.5875620326
2124	0.5875593128
2125	0.5875487125
2126	0.5875337187
2127	0.5875250013
2128	0.5875242342
2129	0.5875111233
2130	0.5874851805
2131	0.5874729763
2132	0.5874659326
2133	0.5874533099
2134	0.5874275764
2135	0.587408189
2136	0.5873843384
2137	0.5873686472
2138	0.5873567916
2139	0.5873503756
2140	0.5873498177
2141	0.5873397753
2142	0.5873026046
2143	0.5872908188
2144	0.5872740117
2145	0.5872548336
2146	0.5872456978
2147	0.5872270776
2148	0.5872112469
2149	0.5871998098
2150	0.5871813987
2151	0.5871742854
2152	0.5871717748
2153	0.5871593613
2154	0.5871484821
2155	0.5871354409
2156	0.5871200984
2157	0.5871069178
2158	0.5870965965
2159	0.5870813934
2160	0.5870660509
2161	0.587053498
2162	0.5870517545
2163	0.5870461754
2164	0.5870272065
2165	0.5870164667
2166	0.5869965912
2167	0.5869815974
2168	0.5869730892
2169	0.5869605363
2170	0.5869451937
2171	0.58694352
2172	0.5869375225
2173	0.5869287354
2174	0.5869156943
2175	0.5869033505
2176	0.5868966556
2177	0.5868809644
2178	0.5868729445
2179	0.586860531
2180	0.5868532781
2181	0.5868313104
2182	0.5868164561
2183	0.5868041821
2184	0.5867857013
2185	0.5867760077
2186	0.586761781
2187	0.5867407896
2188	0.5867342342
2189	0.5867228668
2190	0.5867035491
2191	0.5866626823
2192	0.5866492924
2193	0.5866405751
2194	0.5866172824
2195	0.5865999872
2196	0.5865993595
2197	0.5865874342
2198	0.5865697206
2199	0.5865665823
2200	0.5865561913
2201	0.58651916
2202	0.5865040965
2203	0.5864903579
2204	0.5864757128
2205	0.5864724351
2206	0.5864615558
2207	0.5864464923
2208	0.5864301037
2209	0.5864131572
2210	0.586401999
2211	0.5863997674
2212	0.5863824024
2213	0.5863804497
2214	0.5863672691
2215	0.586355832
2216	0.5863381881
2217	0.5863300286
2218	0.5863163599
2219	0.5863037372
2220	0.5862969028
2221	0.5862791194
2222	0.5862721455
2223	0.5862623821
2224	0.5862554082
2225	0.5862444593
2226	0.5862343471
2227	0.5862228403
2228	0.5862126584
2229	0.5861948053
2230	0.5861826708
2231	0.586153241
2232	0.5861397117
2233	0.5861227652
2234	0.5861007975
2235	0.586077993
2236	0.5860693454
2237	0.5860586754
2238	0.5860481448
2239	0.586020598
2240	0.5860151584
2241	0.5860028844
2242	0.5859906104
2243	0.5859861471
2244	0.5859705256
2245	0.5859584608
2246	0.5859558805
2247	0.5859456987
2248	0.5859279153
2249	0.5859136886
2250	0.585894092
2251	0.5858808417
2252	0.5858684979
2253	0.5858394866
2254	0.585837255
2255	0.5858263757
2256	0.5857994566
2257	0.5857893445
2258	0.5857736533
2259	0.5857534988
2260	0.5857402484
2261	0.5857263704
2262	0.5857038448
2263	0.5856928959
2264	0.5856838298
2265	0.5856544001
2266	0.5856348035
2267	0.5856338969
2268	0.5856304797
2269	0.5856156951
2270	0.5856133937
2271	0.585603979
2272	0.5855859167
2273	0.5855797099
2274	0.585573294
2275	0.5855525816
2276	0.5855453985
