iter	Logloss
223	0.6300136548
224	0.6299290618
225	0.6298478859
226	0.6297892357
227	0.6297205431
228	0.6296542913
229	0.6295814144
230	0.629503307
231	0.6294258273
232	0.629351974
233	0.6292846762
234	0.6292068478
235	0.6291379459
236	0.6290750416
237	0.6290084412
238	0.6289520226
239	0.628890792
240	0.6288143584
241	0.6287430854
242	0.6286838772
243	0.6286257849
244	0.6285646241
245	0.6285036027
246	0.6284451617
247	0.6283763993
248	0.6283229795
249	0.6282628647
250	0.6281768071
251	0.628123457
252	0.6280546947
253	0.6279793071
254	0.6279034314
255	0.6278458273
256	0.6277751122
257	0.6277154159
258	0.6276420508
259	0.6275863295
260	0.6275299807
261	0.6274767003
262	0.6274109367
263	0.6273381295
264	0.6272749462
265	0.6271971178
266	0.6271430006
267	0.6270909058
268	0.6270231198
269	0.6269567983
270	0.6268793186
271	0.6268297344
272	0.6267696893
273	0.6267112483
274	0.6266599206
275	0.6266008519
276	0.6265406674
277	0.6264926872
278	0.6264318751
279	0.6263467938
280	0.6262672917
281	0.6262009005
282	0.6261518742
283	0.6260917594
284	0.6260426633
285	0.6259728549
286	0.6259245957
287	0.6258741746
288	0.6258010885
289	0.6257496213
290	0.6257103584
291	0.6256642611
292	0.6256178849
293	0.6255632795
294	0.6255031647
295	0.6254360064
296	0.6253853063
297	0.6253155676
298	0.6252664716
299	0.6251932459
300	0.6251530067
301	0.6250845233
302	0.6250314522
303	0.6249759401
304	0.6248997157
305	0.6248484578
306	0.6247930155
307	0.6247275309
308	0.6246738321
309	0.6246076501
310	0.6245483722
311	0.6245143397
312	0.6244494827
313	0.6244012235
314	0.6243536617
315	0.6242956391
316	0.6242427772
317	0.6241964009
318	0.6241590907
319	0.6240987667
320	0.6240465325
321	0.6239842558
322	0.6239328584
323	0.6238835531
324	0.6238260187
325	0.6237764345
326	0.6237144367
327	0.623666596
328	0.6236230093
329	0.6235762844
330	0.6235297687
331	0.6234635169
332	0.6233976138
333	0.6233570956
334	0.6233067443
335	0.6232630879
336	0.6232038797
337	0.6231519244
338	0.6231146839
339	0.6230645418
340	0.623024442
341	0.622963072
342	0.6228993308
343	0.6228673905
344	0.6228221998
345	0.6227834948
346	0.622721776
347	0.6226589415
348	0.6225904581
349	0.6225392001
350	0.6225007044
351	0.6224578151
352	0.62241646
353	0.6223576703
354	0.6223162455
355	0.6222588505
356	0.6222087782
357	0.6221674231
358	0.6221152585
359	0.6220439856
360	0.6219921
361	0.621936309
362	0.621899487
363	0.6218415341
364	0.6218002488
365	0.6217375537
366	0.6216994067
367	0.6216597253
368	0.621603237
369	0.6215519093
370	0.6215095082
371	0.621471919
372	0.6214297968
373	0.6213759586
374	0.6213280481
375	0.6212766506
376	0.6212097015
377	0.6211516789
378	0.6211124857
379	0.6210688293
380	0.6210297756
381	0.6209725899
382	0.6209237728
383	0.6208641462
384	0.6208126791
385	0.6207520064
386	0.6207081407
387	0.6206528379
388	0.6206172712
389	0.620576753
390	0.6205342822
391	0.6204914626
392	0.620456663
393	0.6204183764
394	0.6203845532
395	0.6203548445
396	0.6203162092
397	0.6202613249
398	0.6201970955
399	0.6201561589
400	0.620105947
401	0.6200588037
402	0.6200228185
403	0.6199883676
404	0.6199499416
405	0.6199237895
406	0.6198888505
407	0.6198366859
408	0.6198020955
409	0.6197407254
410	0.6197070417
411	0.6196774724
412	0.6196485309
413	0.619608989
414	0.6195775369
415	0.6195248842
416	0.6194924557
417	0.6194585627
418	0.6194092574
419	0.619388824
420	0.6193488637
421	0.6193183181
422	0.6192845646
423	0.6192476728
424	0.6192031795
425	0.6191718668
426	0.6191268156
427	0.6190611218
428	0.6190141179
429	0.618979667
430	0.6189492609
431	0.6189166232
432	0.6188687824
433	0.618818989
434	0.6187772155
435	0.6187474371
436	0.6187172402
437	0.6186961094
438	0.6186298576
439	0.618592408
440	0.6185519595
441	0.6185142309
442	0.6184751772
443	0.6184370999
444	0.6183953961
445	0.6183589925
446	0.6183353511
447	0.6183035503
448	0.6182597544
449	0.6182276745
450	0.6182087754
451	0.6181579358
452	0.6181111412
453	0.6180793403
454	0.6180504685
455	0.6180139952
456	0.6179732678
457	0.6179426525
458	0.6178993447
459	0.6178478776
460	0.6178136359
461	0.6177828811
462	0.6177514289
463	0.6177119568
464	0.6176904076
465	0.6176642556
466	0.6176401957
467	0.6176094409
468	0.6175836376
469	0.6175702478
470	0.6175399115
471	0.6175118765
472	0.6174768677
473	0.617434606
474	0.6174027354
475	0.6173646581
476	0.6173433878
477	0.6172988945
478	0.6172608869
479	0.6172228096
480	0.6171855691
481	0.6171563486
482	0.6171200845
483	0.6170818677
484	0.6170543906
485	0.6170188239
486	0.6169985996
487	0.6169649856
488	0.6169371598
489	0.6169031971
490	0.6168655382
491	0.6168292043
492	0.6167882677
493	0.6167497022
494	0.6167208304
495	0.6166884716
496	0.6166584143
497	0.6166277292
498	0.6166047852
499	0.6165748673
500	0.6165482968
501	0.6165081273
502	0.6164805108
503	0.6164479428
504	0.6164305779
505	0.6163899202
506	0.6163579799
507	0.6163252725
508	0.6163027469
509	0.6162714342
510	0.6162545574
511	0.616214109
512	0.6162014863
513	0.616166059
514	0.6161344674
515	0.6161125694
516	0.6160756079
517	0.6160394833
518	0.6160108207
519	0.615974975
520	0.615942407
521	0.6159128378
522	0.6158769921
523	0.6158492361
524	0.6158170865
525	0.6157868199
526	0.6157647825
527	0.615726496
528	0.6156992979
529	0.6156737038
530	0.6156369515
531	0.6156246775
532	0.6155985952
533	0.6155683286
534	0.6155414094
535	0.6155020071
536	0.6154720892
537	0.6154401489
538	0.6154097428
539	0.615396074
540	0.6153763379
541	0.6153510925
542	0.615318943
543	0.6152844223
544	0.6152526912
545	0.6152161481
546	0.6151869974
547	0.615158544
548	0.6151399935
549	0.6151164218
550	0.6150865039
551	0.6150725561
552	0.6150439633
553	0.6150063741
554	0.614977851
555	0.6149510016
556	0.614931405
557	0.614902045
558	0.6148668967
559	0.6148468817
560	0.6148064333
561	0.6147597083
562	0.61473258
563	0.6147055214
564	0.6146784627
565	0.6146576806
566	0.6146154189
567	0.6145912894
568	0.6145714138
569	0.6145281758
570	0.6144938644
571	0.6144761508
572	0.6144496501
573	0.6144164544
574	0.6143741928
575	0.6143445538
576	0.6143139385
577	0.6142953183
578	0.614266307
579	0.6142228598
580	0.6141940577
581	0.614167836
582	0.6141344311
583	0.6141066054
584	0.6140939129
585	0.6140753624
586	0.6140272427
587	0.6139923734
588	0.6139581317
589	0.613942301
590	0.6139169161
591	0.6138893693
592	0.6138602185
593	0.6138446668
594	0.613812308
595	0.6137673266
596	0.6137344099
597	0.6136940312
598	0.6136676002
599	0.6136494682
600	0.6136019064
601	0.6135650843
602	0.6135452088
603	0.6135219858
604	0.6134913008
605	0.613466683
606	0.6134350217
607	0.6133887152
608	0.613377557
609	0.6133597736
610	0.61332337
611	0.6133016813
612	0.6132626276
613	0.6132312452
614	0.6131893322
615	0.6131722462
616	0.6131436534
617	0.6131128986
618	0.6130845149
619	0.6130514588
620	0.6130083603
621	0.6129883453
622	0.6129594037
623	0.6129394584
624	0.6129151894
625	0.6128889676
626	0.6128708356
627	0.6128488679
628	0.6128257844
629	0.6128065365
630	0.6127815003
631	0.6127482349
632	0.612724454
633	0.6126791936
634	0.6126497639
635	0.6126178933
636	0.6125955769
637	0.6125731908
638	0.6125607773
639	0.6125296041
640	0.6125100075
641	0.6124793225
642	0.6124516362
643	0.612429808
644	0.6124170458
645	0.6123994019
646	0.6123792474
647	0.6123479348
648	0.6123354515
649	0.6123083232
650	0.6122804277
651	0.6122501611
652	0.6122101311
653	0.612190395
654	0.6121456925
655	0.6121338369
656	0.6121141706
657	0.6120875304
658	0.6120733037
659	0.6120621456
660	0.6120420608
661	0.6120122126
662	0.6119914305
663	0.6119655574
664	0.6119482623
665	0.6119228774
666	0.6118884962
667	0.6118442121
668	0.6118324263
669	0.6118066927
670	0.611763106
671	0.6117430212
672	0.6117144981
673	0.611701457
674	0.6116768392
675	0.61165529
676	0.6116121217
677	0.6116017306
678	0.6115802511
679	0.6115400119
680	0.6115047938
681	0.6114626019
682	0.6114454462
683	0.6114339393
684	0.6114054162
685	0.6113851222
686	0.6113589005
687	0.6113493463
688	0.6113065964
689	0.6112617545
690	0.6112475278
691	0.6112320458
692	0.6112203994
693	0.6112007331
694	0.6111763245
695	0.6111404091
696	0.6111310641
697	0.6111148847
698	0.6110724139
699	0.6110500278
700	0.6110222718
701	0.6110039305
702	0.6109687124
703	0.6109481395
704	0.6109162689
705	0.6109051107
706	0.6108926275
707	0.6108688466
708	0.6108323733
709	0.6108181466
710	0.6108055936
711	0.6107996658
712	0.6107669584
713	0.6107434564
714	0.6107316706
715	0.6107219769
716	0.6106879444
717	0.6106649306
718	0.6106214137
719	0.6106110226
720	0.6105691794
721	0.6105460959
722	0.6105352167
723	0.6105200834
724	0.6104946985
725	0.6104693833
726	0.6104491591
727	0.6104112212
728	0.6103992959
729	0.6103808849
730	0.6103708425
731	0.6103547329
732	0.6103361127
733	0.610318399
734	0.6102953853
735	0.6102557737
736	0.6102443365
737	0.610201238
738	0.6101839428
739	0.6101718083
740	0.6101446102
741	0.6100926548
742	0.6100666423
743	0.6100574368
744	0.6100098053
745	0.6099858849
746	0.6099497602
747	0.6099290478
748	0.6098902034
749	0.6098736753
750	0.6098392244
751	0.6098156527
752	0.6097868506
753	0.6097756227
754	0.609747239
755	0.6097343374
756	0.6096990496
757	0.6096869848
758	0.6096561603
759	0.6096327978
760	0.6095944415
761	0.6095698238
762	0.609562292
763	0.6095480653
764	0.6095365584
765	0.6095150789
766	0.6094928323
767	0.609451268
768	0.6094057984
769	0.6093831333
770	0.6093737883
771	0.6093366873
772	0.6093285279
773	0.6092820122
774	0.6092699474
775	0.6092513271
776	0.6092437953
777	0.6092173644
778	0.6091924677
779	0.6091711276
780	0.609153135
781	0.6091167314
782	0.6090939269
783	0.609080816
784	0.6090724474
785	0.6090650551
786	0.6090529205
787	0.6090320686
788	0.6089997099
789	0.6089500559
790	0.6089183946
791	0.6088797593
792	0.6088612088
793	0.6088393109
794	0.6088199932
795	0.6088043718
796	0.6087856121
797	0.608753602
798	0.6087095271
799	0.6086899306
800	0.6086567349
801	0.6086399977
802	0.6086289092
803	0.6085962018
804	0.6085636338
805	0.6085371331
806	0.6085081915
807	0.6084917332
808	0.6084771578
809	0.6084607692
810	0.6084208089
811	0.6084020492
812	0.6083846145
813	0.6083769433
814	0.6083597875
815	0.6083364251
816	0.6083313342
817	0.6083032992
818	0.6082698246
819	0.608232096
820	0.6082242155
821	0.6082028057
822	0.6081836973
823	0.6081703075
824	0.6081600559
825	0.6081420633
826	0.6081215601
827	0.6081140284
828	0.6080965937
829	0.6080838315
830	0.6080766484
831	0.6080474279
832	0.6080109546
833	0.6080037017
834	0.6079802695
835	0.6079684139
836	0.6079520951
837	0.6079321498
838	0.6079157612
839	0.6078881447
840	0.60788138
841	0.6078758009
842	0.6078386302
843	0.6078110834
844	0.6077905803
845	0.60775327
846	0.6077394618
847	0.6077227942
848	0.6077172849
849	0.6076890407
850	0.6076780917
851	0.6076467093
852	0.6076255087
853	0.6075907789
854	0.6075724376
855	0.6075517949
856	0.6075144847
857	0.6074845668
858	0.6074638544
859	0.6074563924
860	0.6074259166
861	0.6074188032
862	0.6073894432
863	0.607359874
864	0.6073534581
865	0.6072992711
866	0.6072812785
867	0.6072680282
868	0.6072466184
869	0.6072248599
870	0.6072035896
871	0.6071756244
872	0.6071406155
873	0.6071294573
874	0.6071182992
875	0.6070903339
876	0.6070565804
877	0.6070131332
878	0.6069923511
879	0.6069858654
880	0.6069604107
881	0.606946184
882	0.6069297257
883	0.6069118726
884	0.6068855114
885	0.6068628463
886	0.6068323705
887	0.6068162608
888	0.606788993
889	0.6067839021
890	0.6067493814
891	0.6067288782
892	0.606713187
893	0.6066799217
894	0.6066436575
895	0.606620574
896	0.6065967234
897	0.6065785913
898	0.6065677818
899	0.6065323546
900	0.6065024367
901	0.6064946957
902	0.6064605237
903	0.6064489471
904	0.60642949
905	0.6064245385
906	0.6064149146
907	0.6063939232
908	0.6063657488
909	0.6063454548
910	0.6063174199
911	0.6062803886
912	0.6062651159
913	0.6062335242
914	0.6062220871
915	0.6061982364
916	0.6061803833
917	0.6061531852
918	0.6061437008
919	0.6061144105
920	0.6060986496
921	0.6060933494
922	0.606072916
923	0.6060531799
924	0.6060234713
925	0.6059984351
926	0.6059879743
927	0.6059829531
928	0.6059738173
929	0.605972841
930	0.6059551971
931	0.6059406914
932	0.6059305793
933	0.6059149578
934	0.6058825293
935	0.6058592366
936	0.6058304345
937	0.6058054681
938	0.6057688553
939	0.605716342
940	0.6056945138
941	0.6056675249
942	0.6056319582
943	0.605614663
944	0.6055971586
945	0.6055961125
946	0.6055742145
947	0.6055524561
948	0.6055153551
949	0.6055121471
950	0.6054951308
951	0.6054657011
952	0.605454264
953	0.6054302738
954	0.6054100496
955	0.6054023086
956	0.6053849437
957	0.6053527942
958	0.6053392648
959	0.6053177156
960	0.6053083706
961	0.6052885648
962	0.6052727341
963	0.6052481861
964	0.6052244749
965	0.6052023678
966	0.605194836
967	0.6051937899
968	0.6051787961
969	0.6051583626
970	0.6051104522
971	0.6050846488
972	0.6050732117
973	0.6050545915
974	0.6050386213
975	0.6050190945
976	0.6050086337
977	0.6049964294
978	0.6049874331
979	0.6049603745
980	0.6049361054
981	0.6049300381
982	0.6049245985
983	0.6049152535
984	0.6048829645
985	0.6048455846
986	0.6048441201
987	0.604824105
988	0.6048192931
989	0.6047989991
990	0.6047831684
991	0.6047545756
992	0.6047277959
993	0.6047189391
994	0.60470534
995	0.604677863
996	0.6046482938
997	0.6046295341
998	0.6046109138
999	0.6045835763
1000	0.6045548439
1001	0.6045159995
1002	0.6044890106
1003	0.6044689258
1004	0.6044523978
1005	0.6044461213
1006	0.604433917
1007	0.6044231772
1008	0.6043862157
1009	0.6043652244
1010	0.6043463252
1011	0.6043284023
1012	0.604327426
1013	0.604291929
1014	0.6042667533
1015	0.6042478541
1016	0.604234534
1017	0.6042069873
1018	0.6041629821
1019	0.6041427579
1020	0.6041318787
1021	0.6041122124
1022	0.6040661151
1023	0.6040352906
1024	0.6040336866
1025	0.6040113005
1026	0.6039845208
1027	0.603969527
1028	0.6039491633
1029	0.6039158979
1030	0.6039011133
1031	0.6038757982
1032	0.6038524357
1033	0.6038309562
1034	0.6038114991
1035	0.6037957381
1036	0.6037628215
1037	0.6037507567
1038	0.6037355536
1039	0.6037294864
1040	0.6037163057
1041	0.6036831101
1042	0.6036690926
1043	0.6036397326
1044	0.6036209729
1045	0.603583314
1046	0.6035760612
1047	0.6035541633
1048	0.6035397273
1049	0.6035143425
1050	0.6035012316
1051	0.6034784968
1052	0.6034431392
1053	0.6034304468
1054	0.6034072936
1055	0.603381281
1056	0.6033595225
1057	0.6033393681
1058	0.6033204689
1059	0.6033159359
1060	0.6032937589
1061	0.6032754177
1062	0.6032313428
1063	0.6032164187
1064	0.6031955669
1065	0.6031709491
1066	0.6031511433
1067	0.603126665
1068	0.6031041394
1069	0.6030889364
1070	0.6030749189
1071	0.6030461865
1072	0.6030337731
1073	0.6030287519
1074	0.6029929062
1075	0.6029811901
1076	0.6029661963
1077	0.6029432522
1078	0.6029301413
1079	0.6029097079
1080	0.6029029433
1081	0.6029005721
1082	0.6028892745
1083	0.6028802782
1084	0.602859496
1085	0.6028476405
1086	0.602832019
1087	0.6028260912
1088	0.6028054485
1089	0.6027986839
1090	0.6027815282
1091	0.6027461706
1092	0.6027233661
1093	0.6027102552
1094	0.6026820808
1095	0.6026580907
1096	0.602640377
1097	0.6026274754
1098	0.6026137369
1099	0.6025898165
1100	0.6025724515
1101	0.6025340255
1102	0.6025288648
1103	0.602517358
1104	0.6025064787
1105	0.602492531
1106	0.6024571735
1107	0.6024462942
1108	0.6024110064
1109	0.6023992206
1110	0.6023824833
1111	0.6023727896
1112	0.6023531233
1113	0.602324391
1114	0.602314767
1115	0.6023141394
1116	0.6023012377
1117	0.6022760621
1118	0.6022610682
1119	0.6022417506
1120	0.6022124604
1121	0.6021935612
1122	0.6021835885
1123	0.6021593195
1124	0.6021446743
1125	0.6021358873
1126	0.602094044
1127	0.6020851872
1128	0.6020734014
1129	0.6020644748
1130	0.602044948
1131	0.6020211671
1132	0.602006243
1133	0.6019929927
1134	0.6019718618
1135	0.6019582628
1136	0.6019450124
1137	0.6019362254
1138	0.6019290423
1139	0.6018957072
1140	0.6018731118
1141	0.6018513533
1142	0.6018336397
1143	0.6018275027
1144	0.6018069995
1145	0.6017854503
1146	0.6017559508
1147	0.6017306357
1148	0.6017186406
1149	0.6017079008
1150	0.6016673827
1151	0.601644857
1152	0.6016361397
1153	0.6016191235
1154	0.601611243
1155	0.6015918556
1156	0.6015728867
1157	0.6015583113
1158	0.6015454794
1159	0.6015046125
1160	0.6014919898
1161	0.6014696734
1162	0.6014631877
1163	0.6014426845
1164	0.6014000742
1165	0.6013811053
1166	0.6013707839
1167	0.6013516755
1168	0.6013359146
1169	0.6013179917
1170	0.6012910726
1171	0.6012675009
1172	0.6012610152
1173	0.6012391173
1174	0.6012294236
1175	0.6012202878
1176	0.6012064098
1177	0.6011825592
1178	0.6011602428
1179	0.6011596152
1180	0.6011349974
1181	0.6011180509
1182	0.60108625
1183	0.6010672811
1184	0.6010605862
1185	0.6010548676
1186	0.6010308775
1187	0.600992312
1188	0.6009860355
1189	0.6009741102
1190	0.6009650442
1191	0.6009460752
1192	0.6009349868
1193	0.6008953055
1194	0.6008814972
1195	0.6008714548
1196	0.6008513003
1197	0.6008326104
1198	0.6007994148
1199	0.6007987871
1200	0.6007818406
1201	0.6007708916
1202	0.6007342788
1203	0.6007164954
1204	0.6006977357
1205	0.600675768
1206	0.6006692126
1207	0.6006580544
1208	0.600634413
1209	0.6006094465
1210	0.6005931277
1211	0.6005853867
1212	0.6005731824
1213	0.6005657204
1214	0.6005422882
1215	0.6005028858
1216	0.6004820339
1217	0.6004758969
1218	0.6004649479
1219	0.6004431197
1220	0.6004023923
1221	0.6003778443
1222	0.600361386
1223	0.6003507857
1224	0.6003391393
1225	0.6003177993
1226	0.600301062
1227	0.6002789548
1228	0.6002714928
1229	0.6002657045
1230	0.6002586608
1231	0.6002395524
1232	0.6002002198
1233	0.600194292
1234	0.600172952
1235	0.6001521001
1236	0.6001262271
1237	0.6001086529
1238	0.6000991684
1239	0.6000829193
1240	0.6000541172
1241	0.6000212006
1242	0.6000009763
1243	0.5999817982
1244	0.5999753822
1245	0.5999624108
1246	0.5999462315
1247	0.5999413498
1248	0.5999296336
1249	0.5999015987
1250	0.5998913471
1251	0.5998700071
1252	0.5998416931
1253	0.5998056382
1254	0.5997925274
1255	0.5997851351
1256	0.5997670727
1257	0.5997352719
1258	0.599711212
1259	0.5996912668
1260	0.5996847113
1261	0.5996788533
1262	0.5996409852
1263	0.5996351271
1264	0.5996171345
1265	0.5996162977
1266	0.599609254
1267	0.5995939115
1268	0.5995778716
1269	0.5995632962
1270	0.5995407009
1271	0.599524382
1272	0.5995167108
1273	0.5995148278
1274	0.5994832362
1275	0.5994692187
1276	0.5994565263
1277	0.5994464839
1278	0.5994396495
1279	0.5994155199
1280	0.5994099408
1281	0.5993819059
1282	0.5993719332
1283	0.599357846
1284	0.5993348323
1285	0.5993111908
1286	0.5992927101
1287	0.5992790413
1288	0.5992582592
1289	0.5992439627
1290	0.5992368494
1291	0.5992352454
1292	0.5992298755
1293	0.599186498
1294	0.5991728292
1295	0.5991592999
1296	0.5991394941
1297	0.5991327295
1298	0.5991009984
1299	0.5990826571
1300	0.5990811926
1301	0.5990456956
1302	0.5990169632
1303	0.5989959719
1304	0.5989775609
1305	0.5989724002
1306	0.5989665422
1307	0.5989498746
1308	0.5989418547
1309	0.5989217002
1310	0.5989101933
1311	0.5989046839
1312	0.598885436
1313	0.5988541931
1314	0.5988351544
1315	0.5988181382
1316	0.5987997272
1317	0.5987886387
1318	0.5987798517
1319	0.5987665316
1320	0.5987357768
1321	0.5987225264
1322	0.5987033483
1323	0.598694352
1324	0.5986790095
1325	0.598655926
1326	0.5986276818
1327	0.5986050865
1328	0.5985896742
1329	0.5985879307
1330	0.5985697289
1331	0.5985460178
1332	0.5985412058
1333	0.5985110787
1334	0.5984969915
1335	0.5984795568
1336	0.5984681196
1337	0.5984594023
1338	0.5984345056
1339	0.5984201394
1340	0.5984001244
1341	0.5983768317
1342	0.5983750882
1343	0.5983645577
1344	0.598358072
1345	0.5983464256
1346	0.598345798
1347	0.598330037
1348	0.5983188091
1349	0.5983003981
1350	0.5982872175
1351	0.5982827542
1352	0.5982734789
1353	0.5982587641
1354	0.5982252197
1355	0.5982095983
1356	0.5982079245
1357	0.598194465
1358	0.5981767513
1359	0.598160293
1360	0.5981361634
1361	0.5981215183
1362	0.5980987835
1363	0.5980777224
1364	0.5980750723
1365	0.5980598693
1366	0.5980581258
1367	0.5980561034
1368	0.598047944
1369	0.5980364371
1370	0.5980173287
1371	0.5979994058
1372	0.5979754855
1373	0.5979668379
1374	0.5979449399
1375	0.5979170444
1376	0.5979042125
1377	0.5978862896
1378	0.5978635548
1379	0.5978573481
1380	0.5978474452
1381	0.5978381002
1382	0.5978205261
1383	0.597793328
1384	0.5977756143
1385	0.5977579007
1386	0.5977305631
1387	0.5977241472
1388	0.5977125008
1389	0.5976948569
1390	0.5976831408
1391	0.5976816763
1392	0.5976691233
1393	0.5976482715
1394	0.5976432503
1395	0.5976212826
1396	0.5975936661
1397	0.5975714891
1398	0.5975661193
1399	0.5975421292
1400	0.597513885
1401	0.5975053769
1402	0.5975009833
1403	0.597482921
1404	0.5974705772
1405	0.597448749
1406	0.5974433791
1407	0.5974233641
1408	0.5974171574
1409	0.5974059992
1410	0.5974016754
1411	0.5973894014
1412	0.5973771274
1413	0.5973619941
1414	0.5973528583
1415	0.597348395
1416	0.5973278221
1417	0.5973094808
1418	0.597282213
1419	0.5972758668
1420	0.5972679166
1421	0.5972659639
1422	0.5972537596
1423	0.5972406487
1424	0.597236046
1425	0.5972197969
1426	0.5972059189
1427	0.5971842301
1428	0.5971723048
1429	0.5971524293
1430	0.597137296
1431	0.5971132361
1432	0.597106332
1433	0.597084434
1434	0.5970802497
1435	0.5970693705
1436	0.5970514476
1437	0.5970249469
1438	0.5970178336
1439	0.5970008173
1440	0.5969882644
1441	0.5969866604
1442	0.5969651809
1443	0.5969592531
1444	0.5969411907
1445	0.5969147598
1446	0.5969142716
1447	0.5968862366
1448	0.5968701967
1449	0.5968687322
1450	0.5968450908
1451	0.5968308641
1452	0.5968138479
1453	0.5968053398
1454	0.5967879748
1455	0.5967826747
1456	0.5967703309
1457	0.596732951
1458	0.5967162137
1459	0.5966870629
1460	0.5966602135
1461	0.5966552621
1462	0.5966414538
1463	0.5966270876
1464	0.596623531
1465	0.59660777
1466	0.5965957052
1467	0.5965512119
1468	0.5965383103
1469	0.5965214335
1470	0.5965100661
1471	0.5964871918
1472	0.5964670373
1473	0.5964440933
1474	0.5964292389
1475	0.596424427
1476	0.5964179413
1477	0.5964046212
1478	0.5963884418
1479	0.5963844667
1480	0.5963728901
1481	0.5963584541
1482	0.596356083
1483	0.596342205
1484	0.5963333482
1485	0.5963205163
1486	0.5963039882
1487	0.5962854377
1488	0.5962730242
1489	0.5962581699
1490	0.5962523118
1491	0.5962304836
1492	0.5962216268
1493	0.5962163964
1494	0.5962122818
1495	0.5962077488
1496	0.5961958932
1497	0.5961795046
1498	0.5961694623
1499	0.5961442866
1500	0.5961219005
1501	0.5961129042
1502	0.5960965156
1503	0.5960725255
1504	0.5960543237
1505	0.5960346573
1506	0.5960297059
1507	0.5960253124
1508	0.5960114344
1509	0.5959841665
1510	0.5959621988
1511	0.5959471353
1512	0.5959359073
