threshold,precision,recall,f1_score,accuracy,score
0.19,0.47398609207654435,0.9973299156253338,0.6425818882466281,0.4771754995218682,0.6425818882466281
0.195,0.47435832274459977,0.9967958987504005,0.6428128658998553,0.47798077407015954,0.6428128658998553
0.19999999999999996,0.475040749796251,0.996048275125494,0.6432833247111571,0.47944033418893756,0.6432833247111571
0.20499999999999996,0.47547343167781125,0.9948734380006409,0.6434344132071562,0.48039659771503346,0.6434344132071562
0.20999999999999996,0.47629531026008604,0.9935917975008011,0.6439176328084444,0.4821581357894207,0.6439176328084444
0.21499999999999997,0.477371962808856,0.9925237637509345,0.6446756850502948,0.48442297045649,0.6446756850502948
0.21999999999999997,0.4781734783280936,0.9909217131261348,0.6450670930960162,0.48613417887160904,0.6450670930960162
0.22499999999999998,0.4790028961522549,0.9892128591263484,0.645458029896512,0.48789571694599626,0.645458029896512
0.22999999999999998,0.480411514080848,0.987504005126562,0.6463700234192038,0.4908148371835523,0.6463700234192038
0.235,0.4823676923880675,0.9861155612517356,0.6478388998035364,0.4947908802657406,0.6478388998035364
0.24,0.48377100840336135,0.9837658870020293,0.648593458437489,0.4976596708440284,0.648593458437489
0.245,0.4848468848996832,0.9807753925024031,0.6489064763452638,0.49987417585182947,0.6489064763452638
0.24999999999999994,0.4863213811420983,0.9777848980027769,0.6495671917127855,0.5028436257486537,0.6495671917127855
0.25499999999999995,0.48742188751802595,0.974687600128164,0.6498611407818842,0.5050581307564548,0.6498611407818842
0.25999999999999995,0.4887610238761024,0.970735875253658,0.6501663149611931,0.5077256026976698,0.6501663149611931
0.26499999999999996,0.4901631347894423,0.9659297233792588,0.6503199827425038,0.5104937339574211,0.6503199827425038
0.26999999999999996,0.49205569205569205,0.962512015379686,0.6512031216128333,0.514117469424732,0.6512031216128333
0.27499999999999997,0.4937245403501046,0.95791947025526,0.651603763304152,0.517288237958629,0.651603763304152
0.27999999999999997,0.49567003441767515,0.953647335255794,0.6522993753880995,0.5209119734259399,0.6522993753880995
0.285,0.4974519796158369,0.9487343800064082,0.6526818515797208,0.5241834012783734,0.6526818515797208
0.29,0.4996047877145438,0.9451030652568622,0.6536657433056325,0.5280587850420253,0.6536657433056325
0.295,0.5017078446999886,0.9412581437573427,0.6545360020795425,0.5317831798278726,0.6545360020795425
0.3,0.50427988740162,0.93752002563281,0.6558087411281285,0.536262519502743,0.6558087411281285
0.30499999999999994,0.5058503243744208,0.9327138737584107,0.6559507267059751,0.5389299914439579,0.6559507267059751
0.30999999999999994,0.5076617148204469,0.9270532948841184,0.6560598616832319,0.5419497710000504,0.6560598616832319
0.31499999999999995,0.5091735000884904,0.9218199295097725,0.6560006080413469,0.5444159243041925,0.6560006080413469
0.31999999999999995,0.5112275894931205,0.9166933675104133,0.6563933924747629,0.5477376818158941,0.6563933924747629
0.32499999999999996,0.513463044394916,0.910391968386201,0.6566014481589894,0.5512607579646686,0.6566014481589894
0.32999999999999996,0.515863331299573,0.9030225355121222,0.6566225294140489,0.5549348230912476,0.6566225294140489
0.33499999999999996,0.5187955978731297,0.8961871195129766,0.6571641148137995,0.5593638331068499,0.6571641148137995
0.33999999999999997,0.5207629768605379,0.8893517035138311,0.6568847868102394,0.5621822940258695,0.6568847868102394
0.3449999999999999,0.5230886172166973,0.8819822706397522,0.656699801192843,0.5654537218783029,0.656699801192843
0.3499999999999999,0.5250224560503015,0.8739720175157535,0.6559781955188585,0.5680205345009814,0.6559781955188585
0.3549999999999999,0.5274632305089157,0.8656413542667948,0.6555056815884185,0.5712416326941466,0.6555056815884185
0.35999999999999993,0.5291326127076194,0.8574174943928228,0.6544120643977991,0.573254819064875,0.6544120643977991
0.36499999999999994,0.5313754348407814,0.8483392075189576,0.6534490559828884,0.5759726206653581,0.6534490559828884
0.36999999999999994,0.5341479972844535,0.8403289543949589,0.6531357655750633,0.5793950374955962,0.6531357655750633
0.37499999999999994,0.5370127630217316,0.8313574708960804,0.6525274541034454,0.582767124666566,0.6525274541034454
0.37999999999999995,0.5395824576152445,0.8225995941471751,0.6516901468037399,0.5856359152448538,0.6516901468037399
0.38499999999999995,0.5419923262754015,0.814696144398163,0.6509365533131374,0.5882530575268006,0.6509365533131374
0.38999999999999996,0.544574483456148,0.8050838406493646,0.6496875673346262,0.5908701998087473,0.6496875673346262
0.39499999999999996,0.54628269174258,0.7941898964007262,0.6473122959738846,0.5921787709497207,0.6473122959738846
0.3999999999999999,0.5491619275665969,0.7838299690270213,0.6458397500770009,0.5948965725502038,0.6458397500770009
0.4049999999999999,0.5520499923792105,0.7736836484032895,0.644340671558817,0.5975137148321505,0.644340671558817
0.4099999999999999,0.554977076695936,0.7627897041546513,0.6424973011874775,0.5999798681362927,0.6424973011874775
0.4149999999999999,0.5568118921483356,0.7521093666559864,0.6398909586551568,0.6010871206401933,0.6398909586551568
0.41999999999999993,0.5597286164283983,0.7401473886574815,0.6374172185430463,0.603200966329458,0.6374172185430463
0.42499999999999993,0.5638033763654419,0.7276513937840435,0.6353336130927403,0.6063717348633549,0.6353336130927403
0.42999999999999994,0.5672791938352104,0.7154758090355655,0.6328169280181372,0.6087372288489606,0.6328169280181372
0.43499999999999994,0.5701267141121333,0.7015913702873011,0.6290639214747427,0.6100961296492022,0.6290639214747427
0.43999999999999995,0.5748508326654199,0.689415785538823,0.6269425019425019,0.6133675575016357,0.6269425019425019
0.44499999999999995,0.5793767186067827,0.675104133290612,0.6235880234795047,0.6159343701243143,0.6235880234795047
0.4499999999999999,0.5837176470588236,0.6623945316672006,0.6205723434060436,0.61829986410992,0.6205723434060436
0.4549999999999999,0.5892164468580294,0.6489373064188828,0.6176365946632782,0.6213699733252805,0.6176365946632782
0.4599999999999999,0.593419740777667,0.6356936879205383,0.613829732377662,0.6230811817403996,0.613829732377662
