threshold,precision,recall,f1_score,accuracy,pr_auc,score
0.05,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.055,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.06,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.065,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.07,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.075,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.08,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.08499999999999999,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.09,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.095,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.09999999999999999,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.105,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.10999999999999999,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.11499999999999999,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.12,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.12499999999999999,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.13,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.135,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.13999999999999999,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.145,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.14999999999999997,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.15499999999999997,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.15999999999999998,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.16499999999999998,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.16999999999999998,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.175,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.18,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.185,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.19,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.195,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.19999999999999996,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.20499999999999996,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.20999999999999996,0.47123659972821985,1.0,0.6405993431855501,0.47123659972821985,0.6496804817152454,0.6405993431855501
0.21499999999999997,0.47130776200543645,1.0,0.6406650928872011,0.4713875887060245,0.6496804817152454,0.6406650928872011
0.21999999999999997,0.4713789457785833,1.0,0.6407308560870458,0.47153857768382906,0.6496804817152454,0.6407308560870458
0.22499999999999998,0.4714235359282945,0.9998931966250133,0.640750119772774,0.4716392370023655,0.6496804817152454,0.640750119772774
0.22999999999999998,0.47149189080286086,0.9997863932500267,0.6407913201218469,0.4717902259801701,0.6496804817152454,0.6407913201218469
0.235,0.4714623948415697,0.9995727865000534,0.6407202026425687,0.4717398963209019,0.6496804817152454,0.6407202026425687
0.24,0.4714623948415697,0.9995727865000534,0.6407202026425687,0.4717398963209019,0.6496804817152454,0.6407202026425687
0.245,0.4715574142187736,0.9995727865000534,0.6408079424854501,0.47194121495797475,0.6496804817152454,0.6408079424854501
0.24999999999999994,0.47176850171405527,0.9994659831250667,0.6409808555087503,0.4723941818913886,0.6496804817152454,0.6409808555087503
0.25499999999999995,0.4719112455874937,0.9994659831250667,0.641112595485219,0.4726961598469978,0.6496804817152454,0.641112595485219
0.25999999999999995,0.4720217972652505,0.9991455730001068,0.6411486532794188,0.47294780814333887,0.6496804817152454,0.6411486532794188
0.26499999999999996,0.47223063718065234,0.9989319662501335,0.6412972676471597,0.4734007750767527,0.6496804817152454,0.6412972676471597
0.26999999999999996,0.472511369378474,0.9987183595001602,0.6415120227763866,0.4740047309879712,0.6496804817152454,0.6415120227763866
0.27499999999999997,0.4725819506272764,0.9977571291252804,0.6413786001167141,0.47420604962504403,0.6496804817152454,0.6413786001167141
0.27999999999999997,0.4728368183889423,0.9974367190003204,0.6415470220512468,0.4747596758769943,0.6496804817152454,0.6415470220512468
0.285,0.4731531714242255,0.9966890953754138,0.6416832840541842,0.4754642911067492,0.6496804817152454,0.6416832840541842
0.29,0.4734250469566983,0.996048275125494,0.6418002890372307,0.4760682470179677,0.6496804817152454,0.6418002890372307
0.295,0.47393846936181033,0.995407454875574,0.6421386247760783,0.4771754995218682,0.6496804817152454,0.6421386247760783
0.3,0.47427931139859425,0.9945530278756809,0.6422733386212367,0.47793044441089133,0.6496804817152454,0.6422733386212367
0.30499999999999994,0.474815003827507,0.9936986008757877,0.6425858139374266,0.4790880265740601,0.6496804817152454,0.6425858139374266
0.30999999999999994,0.4753159052540032,0.9923101570009613,0.6427533725354548,0.48019527907796067,0.6496804817152454,0.6427533725354548
0.31499999999999995,0.4760683322218232,0.991135319876108,0.6431937898530635,0.48180582817454326,0.6496804817152454,0.6431937898530635
0.31999999999999995,0.4773499433748584,0.9903876962512015,0.6442043836187432,0.48447330011575823,0.6496804817152454,0.6442043836187432
0.32499999999999996,0.4781575957864298,0.9889992523763751,0.6446447840161509,0.48618450853087725,0.6496804817152454,0.6446447840161509
0.32999999999999996,0.4793469810831822,0.987824415251522,0.6454742131342034,0.4886506618350194,0.6496804817152454,0.6454742131342034
0.33499999999999996,0.48063306955435237,0.9860087578767489,0.6462496937454062,0.49131813377623434,0.6496804817152454,0.6462496937454062
0.33999999999999997,0.48180677540777916,0.9842999038769625,0.6469411393071496,0.49373395742110826,0.6496804817152454,0.6469411393071496
0.3449999999999999,0.4831153825954519,0.9824842465021895,0.6477256724405014,0.49640142936232323,0.6496804817152454,0.6477256724405014
0.3499999999999999,0.4846405573735881,0.9806685891274164,0.6486982938288177,0.49947153857768384,0.6496804817152454,0.6486982938288177
0.3549999999999999,0.48673366299781995,0.9776780946277902,0.6499112531061413,0.503648900296945,0.6496804817152454,0.6499112531061413
0.35999999999999993,0.4887044967880086,0.975008010253124,0.6510715686624113,0.5075242840605969,0.6496804817152454,0.6510715686624113
0.36499999999999994,0.49053040522311553,0.9709494820036313,0.6517780326928592,0.5110976898686396,0.6496804817152454,0.6517780326928592
0.36999999999999994,0.49252514270182113,0.9676385773790451,0.6527847827653289,0.5149227439730233,0.6496804817152454,0.6527847827653289
0.37499999999999994,0.4936778148776616,0.9632596390045925,0.6527938621887667,0.5171372489808244,0.6496804817152454,0.6527938621887667
0.37999999999999995,0.4959367571452264,0.9581330770052333,0.6535771528486085,0.5213649403593538,0.6496804817152454,0.6535771528486085
0.38499999999999995,0.4980470929583752,0.9533269251308342,0.6542789078248121,0.5252403241230057,0.6496804817152454,0.6542789078248121
0.38999999999999996,0.4998309668695064,0.9474527395065684,0.6544207148389952,0.5284614223161709,0.6496804817152454,0.6544207148389952
0.39499999999999996,0.5019654759870108,0.9410445370073695,0.654703522068658,0.5322361467612864,0.6496804817152454,0.654703522068658
0.3999999999999999,0.5047866205305652,0.9348499412581438,0.655581769838595,0.5371181237103024,0.6496804817152454,0.655581769838595
0.4049999999999999,0.5077650630546474,0.9288689522588914,0.656600354837492,0.5421510896371231,0.6496804817152454,0.656600354837492
0.4099999999999999,0.5102354750917051,0.921072305884866,0.6566914144298496,0.5461774623785797,0.6496804817152454,0.6566914144298496
0.4149999999999999,0.5131634182908545,0.9139164797607604,0.6572701436362239,0.550858120690523,0.6496804817152454,0.6572701436362239
0.41999999999999993,0.5158362772566695,0.9045177827619353,0.6569954617741748,0.5549348230912476,0.6496804817152454,0.6569954617741748
0.42499999999999993,0.5182283634569119,0.8972551532628431,0.6569953859388441,0.5585082288992903,0.6496804817152454,0.6569953859388441
0.42999999999999994,0.5215430861723447,0.8894585068888177,0.6575342465753424,0.5633902058483065,0.6496804817152454,0.6575342465753424
0.43499999999999994,0.5253233101866599,0.8807006301399124,0.6581005586592179,0.5687754793900045,0.6496804817152454,0.6581005586592179
0.43999999999999995,0.5283092288734678,0.8700202926412475,0.657412638205149,0.5727011928129246,0.6496804817152454,0.657412638205149
0.44499999999999995,0.5299624233634386,0.858592331517676,0.6553888798304256,0.5745130605465801,0.6496804817152454,0.6553888798304256
0.4499999999999999,0.5339747039827771,0.8476983872690377,0.6552193833326454,0.579596356132669,0.6496804817152454,0.6552193833326454
0.4549999999999999,0.5375068568294021,0.837231656520346,0.654695786528584,0.5838240475111983,0.6496804817152454,0.654695786528584
0.4599999999999999,0.5412921348314607,0.8232404143970949,0.6531373130534254,0.5879510795711913,0.6496804817152454,0.6531373130534254
0.4649999999999999,0.544868119266055,0.8119192566485101,0.6521123740081493,0.591776133675575,0.6496804817152454,0.6521123740081493
0.4699999999999999,0.5490642201834862,0.7989960482751255,0.6508613189490169,0.5960541547133726,0.6496804817152454,0.6508613189490169
0.4749999999999999,0.553727081454764,0.7870340702766208,0.6500816020466675,0.6007348130253158,0.6496804817152454,0.6500816020466675
0.4799999999999999,0.5575350917784976,0.7720815977784898,0.6474987684177527,0.6038552518999446,0.6496804817152454,0.6474987684177527
0.48499999999999993,0.5617283950617284,0.7580903556552387,0.6453020591845083,0.6072776687301827,0.6496804817152454,0.6453020591845083
0.48999999999999994,0.5657059110893992,0.7420698494072413,0.641995841995842,0.6099954703306658,0.6496804817152454,0.641995841995842
0.49499999999999994,0.5690797751866454,0.7245540959094308,0.6374741589926706,0.6116563490865167,0.6496804817152454,0.6374741589926706
0.49999999999999994,0.5736360497237569,0.7097084267862864,0.6344583949968969,0.6146257989833409,0.6496804817152454,0.6344583949968969
0.5049999999999999,0.5768342511991472,0.6935811171633024,0.629843363561418,0.6158337108057779,0.6496804817152454,0.629843363561418
0.5099999999999999,0.5822413635114084,0.6786286446651714,0.6267508384296705,0.6191051386582113,0.6496804817152454,0.6267508384296705
0.5149999999999999,0.587443095599393,0.6615401046673075,0.6222936655447833,0.6215712919623534,0.6496804817152454,0.6222936655447833
0.5199999999999999,0.5912932389937107,0.6426359072946705,0.6158964123035979,0.6222759071921083,0.6496804817152454,0.6158964123035979
0.5249999999999999,0.596257500254246,0.6261881875467264,0.610856428422588,0.6240374452664955,0.6496804817152454,0.610856428422588
0.5299999999999999,0.6017270429654591,0.6102744846737157,0.6059706241052017,0.6260003019779556,0.6496804817152454,0.6059706241052017
0.5349999999999999,0.6061003607740243,0.5921179109259853,0.5990275526742301,0.6264532689113694,0.6496804817152454,0.5990275526742301
0.5399999999999999,0.6129837702871411,0.5768450283028944,0.5943655771981953,0.6289697518747798,0.6496804817152454,0.5943655771981953
0.5449999999999999,0.6188963407459701,0.5617857524297768,0.5889598029336021,0.630479641652826,0.6496804817152454,0.5889598029336021
0.5499999999999999,0.6216743958994386,0.544056392181993,0.5802813692544284,0.6291207408525844,0.6496804817152454,0.5802813692544284
0.5549999999999999,0.6242378048780488,0.5248317846843961,0.5702349869451697,0.6272082138003926,0.6496804817152454,0.5702349869451697
0.5599999999999999,0.6298444503031901,0.5103065256862117,0.5638090742816685,0.6279128290301474,0.6496804817152454,0.5638090742816685
0.565,0.6343467543138867,0.49471323293816083,0.5558955895589559,0.6275101917560019,0.6496804817152454,0.5558955895589559
0.57,0.6401649836438629,0.48072199081490974,0.5491033304867634,0.6279631586894157,0.6496804817152454,0.5491033304867634
0.575,0.6456914421083803,0.4657695183167788,0.54116771111249,0.627812169711611,0.6496804817152454,0.54116771111249
0.58,0.6501309505469111,0.4507102424436612,0.5323577646019931,0.6268559061855151,0.6496804817152454,0.5323577646019931
0.585,0.6578228010934234,0.43693260707038345,0.5250930560903607,0.62756052141527,0.6496804817152454,0.5250930560903607
0.59,0.660770899382613,0.4229413649471323,0.5157593123209169,0.6257486536816146,0.6496804817152454,0.5157593123209169
0.595,0.6659722222222222,0.40969774644878776,0.5073067513059578,0.6249937087925915,0.6496804817152454,0.5073067513059578
0.6,0.6688264938804895,0.39688134145038984,0.49815671291641533,0.623181841058936,0.6496804817152454,0.49815671291641533
0.605,0.6739577491119836,0.38502616682687174,0.4900761283306145,0.622426896169913,0.6496804817152454,0.4900761283306145
0.61,0.6805204894154204,0.3742390259532201,0.4829106945975744,0.6223262368513766,0.6496804817152454,0.4829106945975744
0.615,0.6838398068021735,0.3629178682046353,0.47418364499023163,0.6207156877547939,0.6496804817152454,0.47418364499023163
0.62,0.6878516357574495,0.3525579408309303,0.4661770936308431,0.619507775932357,0.6496804817152454,0.4661770936308431
0.625,0.6927060854553302,0.34283883370714513,0.4586697149389155,0.6186521717247975,0.6496804817152454,0.4586697149389155
0.63,0.696276357110812,0.3315176759585603,0.4491715505390348,0.616840303991142,0.6496804817152454,0.4491715505390348
0.635,0.7006057781919851,0.3211577485848553,0.44042475283778837,0.6154310735316322,0.6496804817152454,0.44042475283778837
0.6399999999999999,0.7048309178743961,0.3116522482110435,0.4322002517958972,0.6141225023906588,0.6496804817152454,0.4322002517958972
0.6449999999999999,0.7097910898565316,0.30118551746235184,0.42291541691661666,0.6126629422718808,0.6496804817152454,0.42291541691661666
0.6499999999999999,0.7130115424973767,0.29029157321371357,0.41259962049335863,0.6104987669233479,0.6496804817152454,0.41259962049335863
0.6549999999999999,0.7159989097846825,0.2805724660899284,0.40316144874155924,0.6085359102118879,0.6496804817152454,0.40316144874155924
0.6599999999999999,0.7192634560906516,0.2711737690911033,0.3938571317769332,0.6066737128189642,0.6496804817152454,0.3938571317769332
0.6649999999999999,0.7219440353460972,0.2617750720922781,0.38422950305690545,0.6046101967889678,0.6496804817152454,0.38422950305690545
0.6699999999999999,0.7255501222493888,0.2535512122183061,0.37578155916106054,0.6030499773516533,0.6496804817152454,0.37578155916106054
0.6749999999999999,0.7280534351145038,0.24447292534444087,0.3660350203885824,0.6009361316623887,0.6496804817152454,0.3660350203885824
0.6799999999999999,0.7324315407456286,0.23710349247036205,0.358237857027594,0.5996778901806835,0.6496804817152454,0.358237857027594
0.6849999999999999,0.7358554873892297,0.23058848659617645,0.3511425550947386,0.5984196486989783,0.6496804817152454,0.3511425550947386
0.69,0.7390226628895185,0.22289864359713768,0.3424961024042012,0.5967084402838593,0.6496804817152454,0.3424961024042012
0.695,0.7415565345080763,0.21574281747303214,0.3342434020021511,0.5949972318687402,0.6496804817152454,0.3342434020021511
0.7,0.7421455938697318,0.20687813734914023,0.32356134636264927,0.5923800895867934,0.6496804817152454,0.32356134636264927
0.705,0.7430750702529105,0.19769304710028837,0.3122996456892188,0.5897126176455786,0.6496804817152454,0.3122996456892188
0.71,0.7473947478115882,0.1914984513510627,0.3048801224281585,0.5885047058231416,0.6496804817152454,0.3048801224281585
0.715,0.749459108610991,0.18498344547687706,0.29672777111529897,0.5867934974080226,0.6496804817152454,0.29672777111529897
0.72,0.7507844016136261,0.17889565310263805,0.28894255649473866,0.5850822889929035,0.6496804817152454,0.28894255649473866
0.725,0.7513966480446927,0.17238064722845242,0.2804274172530623,0.5831194322814435,0.6496804817152454,0.2804274172530623
0.73,0.7533783783783784,0.16672006835415998,0.2730214254481854,0.5816095425033972,0.6496804817152454,0.2730214254481854
0.735,0.7578520770010132,0.15977784898002778,0.2639146158595748,0.5799989934068146,0.6496804817152454,0.2639146158595748
0.74,0.7607884922749067,0.1525152194809356,0.25409252669039145,0.5780361366953546,0.6496804817152454,0.25409252669039145
